,0_x,0_y
242,[],A.On Bridge+ANJA GARBAREK
243,"[""No bright lights\nNo big city\nWent to my head\nSo I wont stick around in this town\nNo I'm getting out instead\nCause I can't find a thing and get it done\nRaise my heart and ring my ears\nSo I wont be stick around in this town\nThat's true\nCause I won't\nAnd I can't\nAnd I don't understand\nYou've become what you hate,\nOr you hate what you've become?\nGot me a ticket and I won't be long\nCause I can't go on\nAnd I gotta get gone\nGot me a ticket and I won't be long\nCause I can't go on\nAnd I gotta get gone away\nSo I make my way through the quagmire\nWho's glorifying me?\nYou is, as the detox in this city\nSo if I may be excused\nCause I won't\nAnd I can't\nAnd I don't understand\nYou've become what you hate,\nOr you hate what you've become?\nGot me a ticket and I won't be long\nCause I can't…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Won't Be Long+The Hives
244,"[""Imagine a dirt road full of pot holes\nWith a creek bank and some cane poles\nCatching channel cat\nI'm a little more country than that\nPicture a small town with an old hound\nLaying out front of the court house\nWhile the old men chew the fat\nI'm a little more country than that\nI just want to make sure you know just who you're getting under, this old hat\nCause girl I'm not the kind of two time or play games behind your back\nI'm a little more country than that\nThink of a hank song from days gone\nWith a steel ride that's so strong\nIt sends chills up your back\nI'm a little more country than that\nIf you want a brick home in a school zone\nWith the doors locked and alarms on\nGirl, you're way off track\nI'm a little more country than that\nI just want to make sure you…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",A Little More Country Than That+Easton Corbin
245,"[""I had this perfect dream\nUn sueno me envolvio\nThis dream was me and you\nTal vez esta aqui\nI want all the world to see\nUn instinto me guiaba\nA miracle sensation\nMy guide and inspiration\nNow my dream is slowly coming true\nThe wind is a gentle breeze\nEI me hablo de ti\nThe bells are ringing out\nEI canto vuela\nThey're calling us together\nGuiding us forever\nWish my dream would never go away\nBarcelona\nIt was the first time that we met\nBarcelona\nHow can I forget\nThe moment that you stepped into the room\nYou took my breath away\nBarcelona\nLa musica vibro\nBarcelona\nYella nos unio\nAnd if God is willing\nWe will meet again\nSomeday\nLet the songs begin\nDejalo nacer\nLet the music play\nAh\nMake the voices sing\nNace un gran amor\nStart the celebration\nVen a mi\nAnd cry\nGrita\nCome…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Barcelona+Freddie Mercury And Montserrat Caballe
246,[],Don't Ya Dare Laugh+B-Real feat. Xzibit & Young De
247,"[""First chapter\nYou stole my heart away from me\nMade me believe true love could be\nWe were so close you changed my life\nHow could a love so strong not go right\nWhere do we go from here?\nWhen it's said our love would stay around\nWhy do I even care\nThe way you looked it can't be found\nMy heart is broken down\nI'm turning pages once again\nIt's time to make this story end\nTime to close the book to this story\nI don't want to read it no more\nTime to close the book to this story\nAnother writer will come along, I'm sure\nFinal chapter\nI say goodbye, I made you cry\nI did what I could, you know I tried\nThere's no more to say, so I'll go my way\nYou know that it hurts me\nBut that's the price we pay\nWhere do we go from here?\nWhen it's…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Time to End the Story+Az Yet
248,"[""Smoke another cigarette\nReminisce on a girl I met\nWatch another day pass me bye\nA country road that takes me home\nThe only place that I've ever known\nI sure do love that Rocky Mountain sky\nJust like the seasons I'm gonna change\nLike the clouds I'm rollin' on\nHey, Merle Haggard I know what you mean\nWhen you say sing me back home\nGot my wheels stretched out on a road\nThem yellow lines that free my soul\nMama always said that I was born to roam\nHeaded down the highway\nLivin' life the free way\nToday I'm here but tomorrow I'm gone\nJust like the seasons I'm gonna change\nLike the clouds I'm rollin' on\nHey, Merle Haggard I know what…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Rollin' On (Album Version)+Black Stone Cherry
249,[],Loose+Yennah
250,[],Piropo - Original+Leo Marini
251,[],Ricochet Days+Modern English
252,[],Wine+Aidonia
253,"['Letras\nQuiero a mi novia casi una niña,\nFlaquita y tierna\nMuy sencillita y del alma buena\nCon su expresion soñadora… Más\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch\nDisponible en\nSpotify\nDeezer\nGoogle Play Música\nArtistas: Iván Zuleta, Diomedes Díaz\nÁlbum: La Voz\nFecha de lanzamiento: 2007']",Noches Sin Lucero+Diomedes Diaz & Ivan Zuleta
254,[],Superpill+The Forty-Fives
255,[],Take Care & Brush Your Hair+The Old Soul
256,"[""When two tribes go to war\nA point is all that you can score\nScore no more, score no more\nWhen two tribes go to war\nA point is all that you can score\nWorkin' for the bad guys\nCowboy number one, a born again poor man's son\nWorkin' for the bad guys\nWhen two tribes go to war\nA point is all that you can score\nScore no more, score no more\nWhen two tribes go to war\nA point is all that you can score\nWorkin' for the bad guys\nSwitch off your shield\nSwitch off and feel\nI'm workin' on lovin'\nI'm givin' you back the good times\nI'm shippin' out, out\nI'm givin' you back the good times\nI'm shippin' out, out\nI modelled T-shirts by Van Heusen\nI modelled T-shirts by Van Heusen\nWhen two tribes go to war\nA point is all that you can score\nScore no more, score no more\nWhen two…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Two Tribes+Think About Mutation
257,"['Te resucito en el sueño\nEs lo que espero encontrar\nEntro en el viaje del miedo\nAbro la puerta al cerrar\nEncierro el mar pongo el grito en el cielo\nClavo una cruz muerdo arena, miento\nDeshojas flor corres campos de cardos\nEn sonidos de recuerdos\nEncuéntrame... Carne y hueso, hueso y nada\nTe resucito en el sueño\nEs lo que espero encontrar\nEntro en el viaje del miedo\nAbro la puerta al cerrar\nLlanto que aflora y su flor alimento\nEnvenena el dolor cae muerto\nFaltan pedazos, estrofas y versos\nEn lo peor de mis sueños\nDespiértame... Carne y hueso, Hueso y…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch']",Viaje Del Miedo+Catupecu Machu
258,"[""If you knew, what you do\nWhen no one's in the dark room\nBut me and you\nA brilliant disguise\nIt's the taste of the chase\nI do confess, it's the mess\nThat feels so right\nCome on a Monday\nCome on a Tuesday\nThey'll never know\nPop off a cork for Wednesday\nPlay with me Thursday\nBut you'll always be his girl\nCome on a Monday\nCome on a Tuesday\nThey'll never know\nPop off a cork for Wednesday\nStay with me Thursday\nBut you'll always be his girl\nHis girl Friday, his girl Friday, his girl Friday\nHis girl Friday, his girl Friday, his girl Friday\nJust a kiss, he won't miss\nI know your gonna miss this\nAs long as you live\nWhen you were mine\nBite your lip, pull me in\nIt's not the sin, it's the mess\nThat feels so right\nCome on a Monday\nCome on a…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",His Girl Friday (Album Version)+The Academy Is...
259,"[""Hush, don't speak\nWhen you spit your venom, keep it shut I hate it\nWhen you hiss and preach\nAbout your new messiah 'cause your theories catch fire\nI can't find your silver lining\nI don't mean to judge\nBut when you read your speech, it's tiring\nEnough is enough\nI'm covering my ears like a kid\nWhen your words mean nothing, I go la la la\nI'm turning up the volume when you speak\nCause if my heart can't stop it, I find a way to block it I go\nLa la, la la la...\nLa la, la la la...\nI find a way to block it I go\nLa la, la la la...\nLa la, la la la...\nYes our love is running out of time\nI won't count the hours, rather be a coward\nWhen our words collide\nI'm gonna drown you out before I lose my mind\nI can't find your silver linings\nI don't mean to judge\nBut when you read your…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Jams And Jellies+Oliver Nelson
260,[],Buckminster Fuller We Need You Now+Jason Ringenberg
261,[],We're Both Waiting (Dorian Concept Remix)+Misel Quitno
262,[],What About Me (Album Version)+Chris Cummings
263,[],Should I+Cheater Slicks
264,[],Rock And Roll+Mark Slaughter (of Slaughter)
265,[],Nani's time+Egg
266,[],I'm Getting Lost In My Brain+Alexander Robotnick
267,[],Presence Edit+Basic Channel
268,[],Sedetegnash negn+Mahmoud Ahmed
269,[],Tanzpirator+Time To Time
270,"[""Wishing in the nightmare, thought's a possibility\nRealizing action, courting all the difficulty\nTo relieve the tensions that strain the intermediary\nCalling it a tryst may be only transitory\nYet feeling is pure, no analysis\nFeeling is pure, no conscience of consequence\nBuilding up the feeling straining the relationship\n[blah blah blah blah] vacillating but\nWas it just the time? Was it just the circumstances\nWasn't just the time. Was it just like\nI said, said to, to you\nStill wishing to course the slick sea\nStill wishing to run with you\nFalling in the [blah blah] waiting for [blah blah blah blah] I said time out, maybe ask for comfort\nMaybe ask for reasons, analyze right and wrong\nOr forget the whole thing and the words to the song\nJust think on the time,…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Still Wishing To Course+Camper Van Beethoven
271,[],O Rubor Sanguinis+Sol Invictus
272,[],War of the Day+Katya Chorover
273,[],Hoodoo Lady+Memphis Minnie
274,[],LSD+DHHD
275,"[""Here we come in a cloud stars in our eyes\nStanding up proud it's the perfect disguise\nWe've got so much to give, so much to gain\nJust give me your money, and I'll give you my pain\nIt's a fair exchange (fair exchange)\nNow Tia Maria, she leans on the wall\nLooks in the mirror and pukes on the floor\nTries to remember the cause of it all\nHe just gave her a drink so she gave him a ball\nIt's a fair exchange\nBut I expect you expect a lot from me\nI can feel your burning need\nYour greedy greedy\nFantasies are guaranteed\nTo make my young heart bleed\nFor you, and your pubescent blues, yes\nYou and your dancin shoes\nYou... and your sad glad news\nAbout your boyfriend Stan\nHe's a dirty flirty man\nAnd he'll get you if he can\nHere I stand in a daze axe in my hand\nAnother fool on…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Fair Exchange+Be Bop Deluxe
276,[],Night Rain City+Walt Wilkins
277,"[""Oh, no no no...\nI know\nThat you're just a man\nBut you're all the man I need\nAnd I know\nThat you care and you'll never leave\nNo, you'll never leave\nI love you so\nI can't let go\nYou know it's real\nThe way I feel\nI want to stay\nI'll try to wait\nOn you my dear\nMy love's sincere\nYou promised\nThat you never would cheat or lie\nLie to me, don't lie to me babe\nAnd you promised\nThat you'd trust and believe in me\nPlease believe in me\nUnnecessary pain (pain is pain)\nNow tell me who would get the pain\n(You know it hurts)\nIf we should go astray\nWhat would we do\nWhat would we say\nI love you so\nI can't let go\nYou know it's real\nThe way I feel\nI want to stay\nI'll try to wait\nOn you my dear\nMy love's sincere\nI love you so\nI can't let go\nYou know it's real\nThe way I feel\nI want to stay\nI'll try to…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Mary's Joint+Mary J. Blige
278,[],Taking the Easy Way Out+Ronnie Dove
279,[],In A Different Time Frame+Michael Whalen
280,[],Give Slo Mo Outro+Chops
281,"[""And did those feet in ancient time\nWalk upon England's mountains green?\nAnd was the holy lamb of god\nOn England's pleasant pastures seen?\nAnd did the countenance divine\nShine forth upon our clouded hills?\nAnd was Jerusalem built here\nAmongst these dark satanic mills?\nBring me my bow of burning gold\nBring me my arrows of desire\nBring me my spear, o clouds unfold!\nBring…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Blake's Jerusalem+Billy Bragg
282,"['Well my name it is Dai Young\nI\'m the King of Welsh Goth\nThe village I come from\nIs near Abersoch\nI was brought up on Bauhaus\nAnd black bedroom walls\nAnd I had my first Snakebite\nWhen I was in halls\nNow the graveyard is calling\nThe sky\'s getting greyer\nI\'ll drink the warm blood of\nThe Borough Surveyor\nAnd I\'ll murder the verger\nI\'ve seen how he gawps\nAnd I\'ll write on his headstone:\n""Here lies Jones the Corpse""\nNow my overweight girlfriend\nShe sits and she crimps\nHer mother\'s convinced she\'s\nCommuning with imps\nHer brother\'s alright though\nHe\'s a good lad is Wilf\n\'Cos he\'s into Placebo\nAnd Cradle Of Filth\nAt my gig up in Butlins\nThe Redcoats complained\nThey tried to remove me\nWith bottles they rained\nBut for the first time in history\nI didn\'t run and hide\nAnd the…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",With Goth On Our Side+Half Man Half Biscuit
283,[],Birth of the Bionik Skratch Addict+DJ T-Rock
284,[],Leg 3+The Tough Alliance
285,[],Schwarzlicht+Stiller
286,"[""I wake up in the morning\nI've been looking for a bed\nSomebody told me\nYou've been sleeping in too late\nI told you so - I told you so - I told you so - I told you so\nNow its too late to stop I told you so\nI've been taking this trouble\nJust to set my mind at ease\nA man comes in crawling\nWon't you please please please\nI…\n\n\n\nTraducir al español\nFuente: LyricFind""]",I Told You So+The Wake
287,[],Zu Potsdam unter den Eichen+Ute Lemper / RIAS Berlin Kammerensemble
288,"[""Never treat me sweet and gentle, the way he should\nI've got it bad and that ain't good\nMy poor heart is oh, sentimental, not made of wood\nI've got it bad and sweetheart that ain't good\nBut when the weekend's over\nAnd Monday roll around\nI, I end up like I start out\nCryin', cryin' my heart out, yeah\nHe don't love me like I love him\nNobody, nobody, nobody, nobody could\nSaid, I got it bad now\nOh Lord, said now and I, that ain't, that ain't good\nLike a lonely weepin' willow\nSaid lost, oh yeah, I'm lost in the wood\nSaid, I'm, I got it bad now\nOh, yeah, that ain't good\nListen and the things I, I tell, I tell my pillow\nNo woman, oh, no woman should\nSay, I got it bad, I got it bad, no, no\nThat ain't, that ain't good\nThough the folks with good, good intention\nThey tell…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",I Got It Bad And That Aint Good (Digitally Remastered)+Patti Page
289,[],Reprise+Frank McComb
290,[],Tears Don't Lie+DJ Benjamin Zane
291,[],Umbongo+Zinc
292,[],Up On The Roof+Dawn
293,['Could not have forseen\nWhat the lies of the bearer would bring\nTrailing the marks of his errors\nTrace the original sin\nFallen I cling to deception\nThis talk of madness is in me\nCome now as the drapery falls\nFrom homes that take the foul in hand\nMind cloven Sweet spoken\nWith words that led us off the track\nTruth altered Blindsighted\nThrive on the illusion\nAnd the image of a life to be\nUnmount the shielding…\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch'],I_ Deception+Dark Tranquillity
294,"[""Spring in the air (filled with love)\nThere's magic everywhere\nWhen you're young and in love\nLife seems to be (just a dream)\nA world of fantasy\nWhen you're young and in love\nEach night seems just like the 4th of july\nWith stars that spangle the sky\nThe moon at night (shines so bright)\nSeems to shine twice as bright\nWhen you're young and in love\nDreams can come true (cry a dream)\nIf you believe they do\nWhen you're young and in love\nSo many teardrops about to fall\nTrue love can conquer all\nWhen you're\nWhen you're young and in love\nTrust and you'll find (ooo)\nThere's no mountain you can't climb\nWhen you're young and in love\nSo many teardrops about to fall\nTrue love can conquer all\nSpring in the air (ooo)\nThere's magic everywhere\n(When you're young…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",When You're Young And In Love+The Flying Pickets
295,[],Death Is Certain (Explicit)+Iggy Pop
296,[],Holy Clothes+Manuel Iman
297,[],The Story Teller+Distorted Goblin
298,['太阳天或下雨天\n人挤人的咖啡店\n找一个能想你舒服的角落\n看着情人肩靠肩\n慢慢转开我视线 Yeh yeh\n有个女孩让我好想念\n我的心已经飞到这个城市的另一边\n想看着你 我爱的脸\n把心里的感情都对你说\n那马路上天天都在塞\n而每个人天天在忍耐\n没有你日子很黑白\n原来这样就是恋爱\n我想要你在我身边\n分享生命中的一切\n我想要天天说 天天说\n天天对你说我有多爱你 Yeh\n太阳天或下雨天\n人挤人的咖啡店\n找一个能想你舒服的角落\n看着情人肩靠肩\n慢慢转开我视线 Yeh yeh\n有个女孩让我好想念\n我的心已经飞到这个城市的另一边\n想看着你 我爱的脸\n把心里的感情都对你说\n那马路上天天都在塞\n而每个人天天在忍耐\n没有你日子很黑白…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind'],Close To You+David Tao
299,"[""Child of a Slave-Ras Shiloh\nRas Shiloh\nThey celebrate now yeah\nThey celebrate now\n1\nWinning without fight is best\nLovers of war will perish\nI know\nLeadership don't mean damnation\nLove don't mean retaliation\nIf we don't stop the wars\nWho's gonna be at fault\nHip hip hooray they celebrate\nEat caviar drink champagne\nHip hip hooray they celebrate\nAt the death of the child of a slave\nChild of a slave\nRemember\nOur fore father's tears\nThe lives which were lost\nFor us to see peaceful years\nWhen shot stop\nWho remains flat?\nHip hip hooray they celebrate\nEat caviar drink champagne\nHip hip hooray they celebrate\nAt the death of the child of a slave\n2\nUnity only accepted goals\nConscience must decide the destiny of souls\nWheels running down a hill need no push\nWorks of the KKK shouldn't…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Child Of A Slave+Ras Shiloh
300,[],Clipping the Church+Epic45
301,[],How They Play (Dj Edit)+Nadine Sutherland
302,"[""O holy night! The stars are brightly shining,\nIt is the night of the dear Saviour's birth.\nLong lay the world in sin and error pining.\nTill He appeared and the Spirit felt its worth.\nA thrill of hope the weary world rejoices,\nFor yonder breaks a new and glorious morn.\nFall on your knees! Oh, hear the angel voices!\nO night divine, the night when Christ was born;\nO night, O holy night, O night divine!\nO night, O holy night, O night divine!\nLed by the light of faith serenely beaming,\nWith glowing hearts by His cradle we stand.\nO'er the world a star is sweetly gleaming,\nNow come the wisemen from out of the Orient land.\nThe King of kings lay thus lowly manger;\nIn all our trials born to be our friends.\nHe knows our need, our weakness is no stranger,\nBehold your…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",O_ Holy Night!+Jerry Vale
303,"['Well, I don\'t wanna live, but I don\'t wanna die.\nBearing my cross while listening to lies.\nWalking through life, sitting on a fence.\nMy testimony seems so small, miniscual, and dence.\nWhy was I chosen when I\'m one big crutch?\nWhy was I chosen when I think it\'s too much.\nWhy was I chosen when I\'m one big crutch?\nWhy was I chosen when I think it\'s too much. act up!\nI don\'t wanna be the one who turns away, no.\nI don\'t wanna be like Judas who betrayed. act up!\nThere\'s just one thing that I wanna ask,\n""Jesus in me, Jesus act up fast.""\nWell, I can\'t stand the thorns in my side.\nAt least they keep me humble, while they tear at my sides.\nI feel like a chicken, the one who wimped out.\nHast the cock crowed three times or only just twice?\nI\'m in this malitia, through…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Act Up+Ninety Pound Wuss
304,[],Hey Now+Roomful Of Blues
305,"['I went back to Ohio\nBut my city was gone\nThere was no train station\nThere was no downtown\nSouth Howard had disappeared\nAll my favorite places\nMy city had been pulled down\nReduced to parking spaces\nA, o, way to go Ohio\nWell I went back to Ohio\nBut my family was gone\nI stood on the back porch\nThere was nobody home\nI was stunned and amazed\nMy childhood memories\nSlowly swirled past\nLike the wind through the trees\nA, o, oh way to go Ohio\nI went back to Ohio\nBut my pretty…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']","My City Was Gone (7"" Version 2009 Remastered)+Pretenders"
306,"['Selected by a secret cult\nJudged and approved, opinion given\nReasonable ricks, superior pain\nPraise this cult and reverse the cross\nCrown of charm, passage of lies\nChurch of fools, gluttony rules\nEternal gospel, grace demise\nIs this the way to die?\nSeason of the wicked\nWhile the fog is clearing, and the goblin reigns\nDeath embraces me like a vicious king\nUnreasonable risks and terrible pains\nUnleash this cult, while the goblin reigns\nSeason of the wicked\nSeason of the wicked\nAm I a cruel survivor\nHomicidal maniac\nHear the call of descending demons\nAnd the roar…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Season of the Wicked+SINISTER
307,[],Losing The One I Love+Jimmy Clanton
308,[],The War on Terrorism+Evan Lionel
309,"[""I hope I become a ghost.\nI hope I can see the end of time.\nI hope I become a ghost.\nAnd make sure the future turns out fine\nI hope I become a ghost.\nOh, when the world is said and done\nThe stars will become so close\nAnd there will be nowhere that I can't run\nOoooh\nAhhhh, oh\nI hope I become a ghost\nAnd watch all my grandkids growing old\nSome will remember me\nAnd others through the stories they've been told\nI don't intend to frighten you\nJust want to see if what I think comes true\nAnd then and only then we'll know\nIf it was worth to become a ghost\nOoooh\nAhhhh, oh\nThere's nothing sad about it\nThere's nothing sad about it\nNow that I've become a ghost\nI don't get to laugh with…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",I Hope I Become a Ghost+The Deadly Syndrome
310,"[""É mais uma noite de prazer\nCorpo a corpo com outra mulher\nP'ra tentar tirar o teu sabor\nDo fundo do peito\nÉ mais uma vez que vou fingir\nQue eu com outra posso ser feliz\nE até sou capaz de ficar\nPor onde me deito\nMas entre beijos e entre lençóis\nCom quem esteja só penso em nós dois\nA saudade é tanta que me dói\nE assim eu aceito\nCada vez que estou com outra\nÉs tu que eu desejo\nE por mais amores que eu viva\nTu estás sempre em mim\nPosso beijar outra boca\nMas és tu que eu beijo\nÉs dona da minha vida\nE será sempre assim\nÉ mais uma noite de paixão\nAbraçado a outro coração\nA tentar acalmar o calor\nQue queima cá dentro\nÉ mais uma vez que vou mentir\nA mim próprio que estou bem sem ti\nE consigo até amar alguém\nMais do que o momento\nMas antes do sol da manhã chegar\nO teu nome…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",EstÃ¡s Sempre Em Mim+Tony Carreira
311,[],Chasin' The Gypsy+James Carter
312,"['What a friend we have in Jesus\nAll our sins and griefs to bear\nWhat a privilege to carry\nEverything to God in prayer\nOh, what peace we often forfeit\nOh, what needless pain we bear\nAll because we do not carry\nEverything to God in prayer\nHave we trials and temptations?\nIs there trouble anywhere?\nWe should never be discouraged\nTake it to the Lord in prayer\nCan we find a friend so faithful\nWho will all our sorrows share?\nJesus He knows our every weakness\nTake it to the Lord in prayer\nAre we weak and heavy laden\nCumbered with a load of care?\nPrecious Savior…\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",What A Friend+Jadon Lavik
313,"['lies, lies, lies, lies\ngold, gold, gold, gold\nguns, guns, guns, guns\nfire, fire, fire\ngold, gold, gold, gold\njudge, judge, judge, judge\nguns, guns, guns, guns\nfire, fire, fire\nmuscle and hate\nmuscle and hate\nmuscle, muscle, muscle, muscle\nlies, lies, lies, lies\nbooks, books, books, books\nburn, burn, burn, burn\nfire, fire, fire\njudge, judge, judge, judge\ngold, gold, gold, gold\nguns, guns, guns, guns\nfire, fire, fire\nmuscle and hate\nmuscle and hate\nmuscle, muscle, muscle, muscle\njoin in the chant\njoin in the chant\njoin in the chant\njoin in the chant\nmuscle, muscle, muscle, muscle\nlies, lies, lies, lies\nbooks, books, books, books\nburn, burn, burn, burn\nfire, fire, fire\nguns, guns, guns, guns\ngold, gold, gold, gold\njudge, judge, judge, judge …\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Join The Chant+Nitzer Ebb
314,[],Ghost+Swiz
315,[],Power Of Soul+Simon McBride
316,[],Everything and Nothing Too+Amy Allison
317,[],Deep Rez+Alucidnation
318,"[""Oh we are waiting to show\nYou a different view\nWe are waiting for you\nPlease let us into your soul\nIt's the least we can do\nWe are waiting for you\nWe love you\nWe want you\nWe'll hold you\nWe'll haunt you\nWe're willing\nWe're waiting\nPlease let us into your home\nIt's the least you can do\nWe are waiting for you\nOh we are eager…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",We Are Waiting+The Knack
319,"[""We hold the course to glory and fame\nWe are the shining inversion too pathetic, wondering\nYou're on the wrong track, we're on the right\nIf you don't change your horizon you will surely suffocate\nYou used to say you wanted to\nYou used to say you needed so bad\nYou used to say you wanted to\nIgnore the old you welcome in the new\nTake on the shell you grow into\nThere is a sense but not for you\nWhat a wonderful world\nWhat a wonderful world\nDon't get us dazed with genuine truth\nYou're complicating the plan\nAnd we don't blame noone with this\nDon't read the small print\nDon't turn away\nJust be a copy and paste\nJust be a cosmopolitan\nYou used to say you wanted to\nYou used to say you needed so bad\nYou used to say you wanted to\nIgnore the old you welcome in the new\nTake on…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",DEFINITION POWER+Diorama
320,[],The Legacy (Clubmix)+Saltwater
321,"['Es liegt begraben hier - tief in meinem Herz\nIch weiß nicht, woher es kam - und wohin ich jetzt gehe\nNoch eine Frage - vielleicht die Frage zuviel\nNoch eine Antwort - ich warte auf mich... auf mich\nIch nehm die Schaufel fest in meine Hand\nUnd schaue zu wie sie mich langsam zerreißt\nNoch ein kleines Stück jetzt - und es ist wieder vorbei\nUnd ich bin wieder allein - suche mich... suche mich\nIch seh dich tanzen - in meinem Herz\nKann nicht mehr weinen - ist doch egal\nIch sah dich tanzen - auf meiner Haut\nWill nicht nach draußen - du könntest mich sehen\nWas soll dein Traum - ist er bedeutungslos?\nKann schon sein, daß jedes Wort den Sinn verliert\nSobald es gesprochen\nZerreiß mich noch mal - zerreiß mich von innen\nWas macht es schon aus - kann doch nicht…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Balsam+Mantus
322,"[""Surrounding endless darkness\nScreaming echoing silence\nEmbraced by shadows\nThey tear me apart\nI'm nothing, that's all I am\nI dwell in me, in the core of my agony\nWithin myself, think I'm lost again\nFeels like I'm fading away\nClose my eyes, a sudden change into a state\nWhere life is dust and everything flows\nCircling above around…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Chasm+Norther
323,[],Mishima+Consolidated
324,['I must go walk the wood so wild\nAnd wander here and there\nIn dred and deadly fere\nFor where I trusted I am begeld\nAnd all for love of one\nThus am I banished from my bliss\nBy craft and false pretence\nAs one from joy were fledde\nAs from my leaf day by day I flee\nAnd all for love of one\nMy bed shall…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch'],All For Love Of One+Mediaeval Baebes
325,[],Misericordia+Shalim
326,"[""And now the purple dusk of twilight time\nSteals across the meadows of my heart\nHigh up in the sky the little stars climb\nAlways reminding me that we're apart\nYou wander down the lane and far away\nLeaving me a song that will not die\nLove is now the stardust of yesterday\nThe music of the years gone by.\nSometimes I wonder, how I spend\nThe lonely nights\nDreaming of a song\nThe melody\nHaunts my reverie\nAnd I am once again with you\nWhen our love was new\nAnd each kiss an inspiration\nBut that was long ago\nAnd now my consolation is in the stardust of…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Stardust+Tommy Newsom
327,[],See If She Cares+The Applejacks
328,[],(All You Find Is) Air+Even As We Speak
329,[],Pilgrims+United Future Organization
