,0_x,0_y
442,"[""Vaterland, Vaterland\nBist mir gänzlich unbekannt\nWenn Vater Land besessen hätte\nNebst seiner letzten Ruhestätte\nWüsste ich etwas davon\nWüsste ich etwas davon\nSeid bereit, seid bereit\nBald ist es wieder soweit\nFür die das Vaterland zu schützen\nDeren Väter das Land besitzen\nUnd noch manches andere mehr\nWohl kein Schwein, wohl kein Schwein\nKönnte jemals deutscher sein\nAls ich, ich hab in meinem Leben\nDeutschland immer mehr gegeben\nAls ich zurück bekommen hab\nAls ich zurück bekommen hab\nIch bin hier, ich bin hier\nZuhause, hier gefällt es mir\nMöchte bloß an manchen Tagen\nWenn Deutsche Ausländer erschlagen\nKein Fremder und kein Deutscher sein\nImmer mehr, immer mehr\nDeutsche, schon ein ganzes Heer\nNeo-Nazis, Dichter, Denker\nPolitikerinnen und Bänker\nWoll'n dennoch stolz…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Vaters Land+Hannes Wader
443,[],Kung Fu+The Dirtbombs
444,"[""Hello heartache\nI should have known you'd come my way\nSince she left me\nAll my dreams have gone astray\nShe was all I had to live for\nNow my every hope is gone\nSo I guess you'll be here with me from now on\nHello teardrops\nWhy do you fall like winter rain?\nIt's too late now\nFor she won't be back again\nAnd there's nothing you can do\nTo ease this longing in my heart\nFor I'll miss her just as long as we're apart\n** For awhile I thought she loved me\nAll of that is over now\nAnd I tried to make her happy\nBut I failed her…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Hello Heartache+Marty Robbins
445,"[""I'm tired of all your excuses\nI'm tired of all your lies\nYour filthy schemes and abuses\nOoh, I've finally grown wise\nGot tired of chasin' it down\nBaby, it's better that I'm not around\nAnd I'm on the highway to nowhere\nTryin' to get by without you\nI don't know why it took me so long to\nWind up back at nowhere with you, oh\nWind up back at nowhere with you\nWind up back at nowhere\nWind up back at nowhere with you\nIt's time for a little payback\nIt's time for a little respect\nYou can't just rewind and playback\nAll of the shit that you wrecked\nAnd I'm on the highway to nowhere\nTryin' to get by without you\nI don't know why it took me so long to\nWind up back at nowhere with you, oh\nWind up back at nowhere with you\nWind up back at nowhere\nWind up…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Highway to Nowhere+Drake Bell
446,[],Que Rico+Les McCann
447,"[""As sure as the sun rises in the east\nIt also sets in the west\nOur sons done it, the gods never fronted\nwhore nuns fuck a devil when the weight got hunted\nmy soul was swepping, my mind keep stepping\nin the depths of hell yet I fell from the lesson\nmy soul leaves the body the situations nody\noriginal invisible to the ones who are tardy\na class for the better, cause I be writing letters\nsetting shit straight one laugh at one shepard\nher face turns purple and demons in the surb\nI held my breathe and I left out the wound kinda fertile\nfrom the east the light shines onto the west\na test for the gods cause that's just where they rest\na tune for serenity, fucking up the enemy\nif anyone makes it then that's the way its ment to be\ntryed her, the times of a fighter…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Rock On+Funkdoobiest
448,"[""Oh, I don't want her, you can have her,\nShe's too fat for me.\nShe's too fat for me,\nShe's too fat for me.\nI don't want her, you can have her,\nPlease do that for me.\nShe's too fat, she's too fat,\nShe's too fat for me.\nI get dizzy, I get numbo\nWhen I'm dancing\nWith my Jum-Jum-Jumbo.\nI don't want her, you can have her,\nShe's too fat for me.\nShe's too fat for me,\nShe's too fat for me.\nI don't want her, you can have her,\nShe's too fat for me,\nShe's too fat,\nShe's too fat,\nShe's too fat for me. Oh,\nOh, I don't want her, you can have her,\nShe's too fat for me.\nShe's too fat for me,\nShe's too fat for me.\nI don't want her, you can have her,\nPlease do that for me.\nShe's too fat, she's too fat,\nShe's too fat…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Too Fat Polka+Arthur Godfrey
449,"[""Brothers, Sisters\nOne Day we will be free\nFrom Fighting, Violence, People Crying in the Streets\nWere the angels from above\nFalling down and spread their wings like doves\nAs we walk, hand and hand,\nSisters, brothers\nWe'll make it to the promised lands\nIn my house baby\nYou and I\nWe'll walk the lands\nMy house baby\nAnd everyone and anyone\nWe'll take our stand\nIn my house baby\nWere the angels from above\nFalling down and spread their wings like doves\nAs we walk, hand and hand,\nSisters, brothers\nWe'll make it to the promised lands\nWere the angels from above\nFall down and spread…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Promised Land+Joe Smooth
450,"[""Bow bow bow...\nBow bow bow...\nHave you ever heard of a wish sandwich? A wish sandwich is the kind of a\nsandwich where you have two slices of bread and you, hee hee hee, wish you\nhad some meat...\nBow bow bow...\nUmmm... the other day I had a ricochet biscuit. A ricochet biscuit is the\nkind of a biscuit that's supposed to bounce back off the wall into your\nmouth. If it don't bounce back, hee hee hee, ... you go hungry!\nBow bow bow...\nUmm, umm, umm... the other day…\n\nTraducir al español\nFuente: LyricFind""]",Rubber Biscuit+The Blues Brothers
451,"[""I am home\nFrom my past\nLeave my throne\nHow would I go on\nI have found\nMy own way\nTo survive\nThis devastating game\nTime will guide\nDays will come\nHow could I\nBe doing nothing wrong\nAnd I'll be trying every day\nBe looking for the words to say\nI only want to know for sure\nIf I am able to adore\nThe reason going through all this\nThat there'd be still a world to miss\nAnd I the final moment\nTo see this is true\nTime to leave\nMemories pass\nI won't need\nNo one to say goodbye\nWhen I change\nWho will tell\nWhat has been\nAnd what is going on\nI hope to find\nReasons for\nThe Me right now\nAnd the one I was…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Surviving (Outdated)+Namnambulu
452,[],Your Hands (Album version)+Undeclinable Ambuscade
453,[],All The Lost Kisses+The Green Pajamas
454,[],Champagne Solution+Gods of Blitz
455,[],Then and Now+Anita Lipnicka I John Porter
456,"[""On way\nTo ruler\nOne may when I break that water\nInsight\nOn mover\nOne might if it looked no odder\nCome and take me by a hand slight\nOn a holler way I am not one to bother\nCan I make you buy my hand slide\nAny other way I wouldn't want to offer\nI want to see you in a hungry light\nI want to be another man tonight\nI want to have you in a selfish lie\nI want to pull your inside\nOn way\nOn to her\nCan't bite if I am not through her\nDo wait\nInfuser\nRed wide and a pink intruder\nCome and have me by a hand slight\nIn a holler way I will not hide the blunder\nI can take you with my hand slide\nAny other way I wouldn't want to wonder\nI want to see you in a hungry light\nI want to be another man tonight\nI want to have you in a selfish lie\nI want to pull your inside\nI want to have another…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Handslide+Pushmonkey
457,[],Willie's Mood+Willie Mitchell
458,"['Donde me digas voy, donde quieras estoy\nEres la única que mueve mis sentidos por\nEso te quiero y eres mi adoración oye tu\nEres mi sol cosita linda tu sonrisa me\nTransforma y me lleva al cielo por tus ojos\nMe muero daría la vuelta al mundo entero\nY eres la razón de mis cuentos doy gracias\nAl cielo, por poder quererte como yo te quiero\nSueño, tu eres mi sueño\nAy que nadie me levante y entre tus sueños yo quiero\nEnamorarte no soy tu dueño solo quiero abrazarte\nPor tus ojos me muero daría la vuelta al mundo\nEntero y eres la razón de mis cuentos doy\nGracias al cielo por poder quererte…\n\n\n\n\n\n\n\nFuente: LyricFind']",SueÃ±o+Fonseca
459,[],Lyssna till ditt hjÃ¤rta+Friends
460,[],You're just a+The Ruts
461,[],Big Screen Lover+The Hentchmen with Jack White
462,[],Honey+The Lodger
463,[],Have Mercy (new mix)+Third Day
464,[],Milkman+Killing Floor
465,[],Lucia (Jade Remix)+Meat Katie
466,"[""Got your jourdache jeans\nGot your pretty long hair\nDinner and a movie powder your nose\nTake their honey for lay\nJust like pay\nYou're just a human being on this planet\nYou're just flesh and blood like all the rest\nYou'll get old and have a wrinkled ass\nHumans are ses I want to be a bear\nI want to shit in the woods\nIn my cave hunt my prey\nCould be you, I want to have food\nBurgers not berries…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",I Wanna Be A Bear+Descendents
467,"[""Maybe I'm sick or wrong\nMaybe I did something that I've never done before\nHopelessly this love slowly causes me pain\nRuins my mind\nEven thought I'm feelin' completely strong\nWithout you baby I'm only playing myself\nHere I am alone but one thing I know for sure\nI didn't try to make away\nI didn't even try to know\nThat you'd been always hurt\nHopelessly this love really makes me feel depressed\nAll the time\nEven thought I'm feelin' completely strong\nIt's so hard to find a place to where I belong\nHere I'm alone but one thing I know for sure\nAll the tears all the pain it makes me feel\nThat I need you here cos I'm alone\nI thought I'd told you everything\nYou've always wanted to know\nI've been wrong but never mind\nShow some…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",I Need You+Kasia Kowalska
468,[],W.O.R.K. (Atomic Dog Mix)+Bow Wow Wow
469,[],Aeroplane (Remix) (1998 Digital Remaster)+Robert Palmer
470,['Yo te busco\nEn el mundo que me ahoga\nQue me abrasa que me olvida\nEn la brisa de la gente\nA la vuelta de la esquina\nY tu te escapas\nComo el pez de las orillas\nComo el dia de la noche\nSiempre cerca... y no se mira...\nNunca se mira...\nY yo quisiera encontrarnos cara a cara\nRetormarte desde la herida\nAtrevernernos desde cero\nSin reservas ni mentiras\nEntregarse sin temores\nA la luz de un nuevo dia\nSiempre en busca de ilusiones\nPor la huella de la vida\nY me prendo por las noches a una cama muy vacia\nY la lleno con historias\nDe aventuras y malicias\nLuego viene tu recuerdo\nY su cancion…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch'],Punto De Partida+Anabel
471,[],She Hates+OOIOO
472,[],Never Will I Marry+Caterina Valente
473,[],Big Bit+The Destroyer
474,"[""Brothers, Sisters\nOne Day we will be free\nFrom Fighting, Violence, People Crying in the Streets\nWere the angels from above\nFalling down and spread their wings like doves\nAs we walk, hand and hand,\nSisters, brothers\nWe'll make it to the promised lands\nIn my house baby\nYou and I\nWe'll walk the lands\nMy house baby\nAnd everyone and anyone\nWe'll take our stand\nIn my house baby\nWere the angels from above\nFalling down and spread their wings like doves\nAs we walk, hand and hand,\nSisters, brothers\nWe'll make it to the promised lands\nWere the angels from above\nFall down and spread…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Promised Land+Joe Smooth
475,[],L'Uomo Che Vorrei (2004 Digital Remaster)+Fiordaliso
476,[],Spanish Steps (Album Version)+Morten Harket
477,[],Boogaloo+Waldorf
478,[],Sensitive+Xgenic
479,[],Darkness Falls Upon Us+Tes La Rok
480,"['Ve světle pochodní, průvody jdou a v blátě života, všichni ti lžou,\nTahle noc končí a přichází den, už padají hvězdy a tak si něco přej.\nTak jako měsíc oheň a kříž, astrální cestovatel prolomil svou mříž,\nZeptej se bohů, kde je cesta ven. My žehnali noci a prokleli den.\nZnám tvé slzy, zklamání a bol, na zdraví ďáblovi sklenky pak zvou,\nLáska je slepá a vášeň je pryč, upírské verše a co bys chtěla víc,\nDokaž mi lásku, dej mi svou oběť, na trůně bolesti budeš se hřát,\nNa těle ucítíš krvavý dotek a Nosferatu pozvedne svou tvář.\nTo je ta víra vláda a moc, znamení černá temná jak noc,\nKde je tvá síla, kde je tvůj um, Nosferatu přináší své evangelium.\nTo je ta víra vláda a moc, magie černá temná jak noc,\nKde je tvá síla, v srdci se směj a pentagram…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Evangelium+Xiii. Stoleti
481,[],He's Got You Now+The Diplomats
482,[],God Is Worthy+Richard Smallwood
483,"[""Adam Ant/Marco Pirroni\nAll I thought I wanted was a front door\nAll I thought I wanted was a place in the country\nNow I realise I wanted so much more\nSome I love but you I adore\nYou think you're really swinging\nBut you're off the beat\nThe moves your brains a thinking\nDoesn't reach your feet\nYou got to get this complication out of your head\nOr find another man instead\nYou listen very close to what the bad girls said\nIn all those crumby articles and in my bed\nYou say I'm just a stripper not afraid to strip\nWith…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Place In The Country+Adam Ant
484,[],Just Me (LP Version)+Rhinoceros
485,"[""You're a polished diamond\nNow you're feeling kinda rough\nYes I know how long you've been searching\nFor the perfect touch\nYou better hear what I say\nI can tell your eyes are just about to\ngive you away\nCause there's the girl that you were after\nFeel your heart beating faster now\nThere's the girl you were after\nCan you say that you don't want her anymore\nJust take my word now\nCause you know it's true\nshe ain't good enough\nfor the likes of you\nYou better hear what I say\nI can tell your eyes are just about to\ngive you away\nCause there's the girl you were after\nFeel your heart beating faster now\nThere's the girl that you were after\nAnd all this time you can't get past her\nThere's the girl you were after\nBroken glass, complete disaster\nThere's the girl you were after\nCan…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",There's The Girl+Heart
486,[],Jam On It (Psychosis Remix)+Newcleus
487,"[""Per Pan domna poc\nEsplecham d'amor\nVai s'en los tems\nE perdem lo melhor\nParlar degram ab cubertz entresens\nE pus nouns vai arditz valgues nos gens be deuri'om domna blasmar\nQuan trop vai son amie Pan\nQue lonja paraula…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Pan Domna Poc+Stille Volk
488,[],Encierrame+Mercromina
489,[],Shuffle (album)+Drunken Boat
490,"[""On the stormy night\nWhen the clouds roll in,\nTo hide the lucky stars that I am under,\nAnd the smoky sky.\nMakes the heavens cry.\nWhen the lightnin' strikes so long before the thunder.\nWhen the rain is done,\nAnd I'm all alone,\nIn the silence of the dawn that follows after.\nThen I need someone who can find the sun,\nAnd chase away my sorrow with her laughter.\nWhen my rowboat comes in\nThere'll be room enough to ride,\nThough the seas are rough\nIn the highest tide,\nWhen the sun comes out on the other side,\nEverything will be all right when we go rowin'\nAs I find my way\nDown this lonely road,\nWith my old guitar as my one true companion,\nYou can hear me play\nEvery song I know,\nFrom the mountains to the bottom of the canyon.\nNow they say that time is a precious jewel,\nI'm…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",When My Rowboat Comes In+Steve Goodman
491,[],Short Circuit+Ec8or
492,[],Bong Bong Bong+Lord Melody
493,"[""Take a bus, a train or a plane to Hollywood\nGo there and then change your name\nYou dye your hair out there, it's part of the game\nYou're gonna be a star, a big star\nTell the bank that you need a loan\nGo sell your house and every little thing that you own\nYou'll make your dream, forget what you've ever known\nYou're gonna be a star, a big star\nNow you're set, so follow the rules\nDon't need a house unless it comes with the pool\nBuy some new clothes and then you've got to be cool\nYou're gonna be a star, a big star\nFind a beach if you need a tan\nYou got to act as though you're in great demand\nBe first class, don't ever think second-hand\nYou're gonna be a star, a big star\nIn style, L.A. Style\n(Get in style)\nSay hi as you cruise by\n(Saying hi)\n'Cause everybody is a…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",In Hollywood (Everybody is A Star)+Village People
494,['You are\nA guiding star\nTo wish upon\nTo wish upon\nYou are\nA guiding star\nTo wish upon\nTo wish upon\nOne step aside\nOf the human league\nProhibited exclusions\nOne step aside\nOf the human league\nProhibited excursions\nOne step aside\nOf the human league\nThe exodus of existence\nReaching towards\nProdigious war\nTo fight our way through\nFor a life without you\nReaching towards\nProdigious war\nTo fight our way through\nFor a life without you\nYou are\nA guiding star\nTo wish upon\nTo wish upon\nYou are\nA guiding star\nTo wish upon\nTo wish upon\nOne step aside\nOf the fatal intrigue\nIntrospective conclusions\nOne step aside\nOf the fatal intrigue\nIntrospective illusions\nOne step aside\nOf the fatal intrigue\nThe exodus of…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch'],Guiding Star+Susanna And The Magical Orchestra
495,[],Plus Je M'y Perds+Silvain Vanot
496,"[""I put my trust in you\nAnd you betrayed me\nTook what I gave you\nAnd fuckin' raped me\nBut you can't kill me\nIt's not that easy\nI'm still standing\nStill breathing!\nSpitfire\nSpite hate\nSpit all the shit you talk\nRight back in your face\nI spit liars\nI spit names\nI spit truth and my song remains the same!\nI gave you faith\nWhen none believed you\nBarely escaped....\nBut who deceived who?\nYou tried to guilt me\nWith things you'd tell me\nYou didn't build me\nYou can't sell me\nSpitfire\nSpite hate\nSpit all the shit you talk\nRight back in your face\nI spit liars\nI spit names\nI spit truth and my song remains the same!\nSmall man-big mouth\nSmall man-big mouth…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Ruined+Spitfire
497,"[""Oh, what a day, oh\nOh, what a day, oh\nDay, what a day, what a day, oh, oh\nI'm tired of the hunger I see on people's faces\nTired of the animosity between the races\nTired of corruption in high and low places\nAnd pricks with money but no social graces\nTired of being judged for the style in my hair\nAnd the music that I listen and the clothes that I wear\nI'm tired of life and death being sold as a pair\nAnd politicians who keep saying they care but\nMaybe hoping for a change is a dream\nMaybe life ain't as bad as it seems\nBut if dreaming is the best I can do\nThen I'll be dreaming my whole life through\nOh, what a day when war becomes a thing of the past\nAnd peace, we will have it at last\nAnd life is finally worth its cost\nAnd woah, woah, oh\nWhat a day when men finally…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",What A Day+Tanya Stephens
498,"['Itseni taas unohdin\nKun mä uneksin\nMitä ikinä mä teen\nKuulun sävyyn harmaaseen\nIlmaa oon, aina vaan\nSen huomata saan\nJoukkoon muiden ihmisten\nKun mä astelen\nSovin hyvin täyttämään\nTilan tyhjän, nurkkaan jään\nHiljaa oon aina vaan\nSen huomata saan\nMut uni viedä saa toiseen maailmaan\nMissä minutkin viimein huomataan\nMua kuunnellaan\nMua kaivataan, tarvitaan\nKunpa heräisi en\nOnko elämäni tää\nYhdentekevää\nMinne ikinä mä meen\nHukun väenpaljouteen\nMuista mua, kukaan ei\nSen huomata saan\nMut uni viedä saa toiseen maailmaan\nMissä minutkin viimein huomataan\nMua kuunnellaan\nMua kaivataan, tarvitaan\nKunpa heräisi en\nMut uni viedä saa toiseen maailmaan\nMissä minutkin viimein huomataan\nMua kuunnellaan\nMua kaivataan, tarvitaan\nKunpa heräisi en\nTodellisuus on…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",UNI+Jore Marjaranta
499,"[""Artista: Lena Calhoun & The Emotions\nÁlbum: I Can Tell (I'm Losing Your Love) / Been Lookin' Your Way\nFecha de lanzamiento: 1961""]",Been Lookin' Your Way+Lena Calhoun & The Emotions
500,[],The Closer I Get To You+Cornell Dupree
501,['Siempre he sido un hombre muy afortunado\nPero nunca lo he sabido apreciar\nFui el dueño de la llave maestra\nDe todas las puertas de tu corazón\nAprendí a leer tus páginas en blanco\nY aprendí a entenderte sin hablar\nPero los espejismos se desvanecen\nSi sólo se tocan por curiosidad\nDeja que te quiera sin reservas\nDeja que te quiera otra vez\nA pleno sol sin nada que temer\nEn la almohada del mundo descansaremos\nAbrigados por la despreocupación\nInventando un nuevo abecedario\nQue sólo forme palabras de amor\nQuiero que me abraces por sorpresa\nY…\n\n\n\n\n\n\nFuente: LyricFind'],A Pleno Sol (Directo Victoria Eugenia 08)+Mikel Erentxun
502,"[""Elva girl bring it on cuz we can\nbaby rock it til'da early morn.\nWe're gonna keep it goin' baby\non and on. We be holdn't down't\ntil'da break of dawn.\n自从他走了以后\n在我的心中\n留着不大不小伤口\n在这个入秋街头\n所有感受\n我还沉溺在回忆漩涡\n有人说爱是种烈酒\n会让人失去了左右\nOh Ya\n我却对爱有种不同感受\n我深深的觉得\n它像手中Cappuccino\n爱情像Cappuccino\n浓浓的眷恋泡沫\n诱人的气息\n多爱不释手\n爱是Cappuccino\n苦苦的美丽滋味\n藏在我心头久久\nCome and hit me baby one more\ntime cuz the scent of you makes me\nlose my mind takin' control of\nmy heart with your sensuous style\nmakin' me wild takin' me on a\nnatural high and ya now...\n我也以为我能够\n在心碎的时候\n转身大步大步就走\n在这个微寒气候\n坐在咖啡馆中\n温柔只能心中虚构\n有人说爱是种烈酒\n会让人失去了左右\nOh Ya\n我却对爱有种不同感受\n我深深的觉得\n它像手中Cappuccino\n爱情像Cappuccino\n浓浓的眷恋泡沫\n诱人的气息\n多爱不释手\n爱是Cappuccino\n苦苦的美丽滋味\n藏在我心头久久\n有些事已不想说\n有些愁无法形容\n只有尝过的人才懂\n如果你深深爱过\n付出过温柔 爱一个人\n上瘾了以后 思念浓\nCheak1, Cheak2, Cheak3...Listen baby\ncuz I'mtellin' da truth. Cuz I'm getting'…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Cappuccino+Elva Hsiao
503,[],Away From You (Supertones Live Vol 1 Album Version)+The O.C. Supertones
504,"[""Well, it's been another doggone day\nI'm ready for this trashed out town\nI'll be doing all those crazy things\nThat make the other heads spin around\nThey're tellin' me the ride ain't worth the fall\nOh, but stop me if you can, I want it all\n'Cause I'm ready, yes, I'm ready\nTo break free, ready to break free\nI'm tired of just killing time\nTalkin' 'bout the days gone by\nSo…\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Break Free+Europe
505,"[""Love sees love's happiness\nBut happiness can't see that love is sad\nThat love is sad\nSadness is hanging there\nTo show love somewhere something needs a change\nThey need a change\nThey'll need a crane, they'll need a crane\nTo take the house he built for her apart\nTo make it break it's gonna take\nA metal ball hung from a chain\nThey'll need a crane, they'll need a crane\nTo pick the broken ruins up again\nTo mend her heart, to help him start\nTo see a world apart from pain\nLad's gal is all he has\nGal's gladness hangs upon the love of lad\nThe love of lad\nSome things gal says to lad aren't meant as bad\nBut cause a little pain\nThey cause him pain\nThey'll need a crane, they'll need a crane\nTo take the house he built for her apart\nTo make it break, it's gonna take\nA metal…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",They Need Us+Arnej
506,[],Celebration+Bastian
507,[],Fil Ã  retordre+Marcel Et Son Orchestre
508,"[""You want a proper fix, call me,\nyou want to get your kicks, call me\nYou want your G's fixed, call me,\nmi have the remix, call me\nFrom di odda day\nIt's like a play some bwoy a play\nMi hear di girls callin'\nmi hear di girls bawlin'\nmi hear di girls cryin' out\nShe seh Beenie\nI want a dude with the wickedest slam,\nI need a one, two, three holla man\nI want a dude who will tie me to the fan\nA thug that can handle his biz like a man\nI want a dude with the wickedest slam,\nI need a one, two, three holla man\nI want a dude who will do me in his van\nA thug that can handle his biz like a man\nGal, if yuh love holla at mi one time (Hey!)\nHolla at mi if yuh waan di wickedest wine\nI know It's been awhile but baby never mind\nCause tonight tonight mi a gi yuh di whole nine…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Dude? (Skit)+Shawnna
509,[],djoon3000+Robert Dietz
510,[],Cymatix+Audiogenetics
511,[],Temporary Tomb (Live)+Legacy Five
512,[],I'm A Big Boy Now+Justin Tubb
513,"[""I know that you're in there\nI can see you\nYou're saying you're ok\nI don't believe you\nAnd now that the gig is off\nThe spell is broken\nThe fat lady sung\nThe president has spoken\nThese days that you were waiting for\nWill come and go\nLike any day\nJust another day\nThere's never gonna be a moment of truth for you\nWhile the world is watching\nAll you need is the thing you forgotten\nAnd that's to learn to live with what you are\nSo freak out if you wanna\nAnd I'll still be here\nDon't call me for years and when you do\nYeah, I'll still be here\nI'm not saying the effort is a waste of time - but I\nJust love you for the things you couldn't change\nThough you've tried\nThese hours of confusion they will soon expire\nLike everything\nDoes\nSometimes\nEverything you've ever wanted\nFloats…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Learn To Live With What You Are+Ben Folds
514,"['Denne uro e ein vind\nSom rive i seilet,\n- Et sting i søvnig sinn.\nDenne uro e ein sti\nMot ukjent(e) landskap,\nMot alt som kan gå meg forbi.\nSå min uro må bli.\nDenne uro e ein gnist\nSom tenne opp bålet\nOg blir ein brann te sist.\nDenne uro e ein del\nAv liv eg har levd i.\nFor den som sette alt…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Denne Uro+Vamp
515,"[""Letras\nSomewhere there's music\nHow near, how far\nSomewhere there's heaven\nIt's where you are… Más\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: LyricFind\nDisponible en\nSpotify\nDeezer\nGoogle Play Música\nArtista: Les Paul and Mary Ford\nÁlbum: The Hit Makers!\nFecha de lanzamiento: 1953\nGénero: Blues\nPremios: Premio del Salón de la Fama de los Grammy""]",How High The Moon+Les Paul Paul & Mary Ford
516,"[""If I couldn't see before\nI see quite clearly now\nThis world opens up to me\nWretched and insincere\nFurther regressing\nInto the arms of the delusional\nTraditions, religions\nOf perpetual mendacity\nIn deference to\nA non-existent God\nSouls hesitant and full of fear\nA death culture\nDead culture\nSacrament of holy orders\nOf infamous artifice\nThe testament of man\nMeeting his monsters\nShould we choose to listen\nShould we choose to see\nAdding clarity and focus\nOf what you…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",My Apterous Angel+Akercocke
517,['Letras\nLarry Hernández\n-Que recuerdo mis inicios con El Chapo\nPor halla en los 80 y los 90\nFui del grupo famoso de los catorce… Más\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch\nDisponible en\nSpotify\nDeezer\nGoogle Play Música\nArtista: Jim Suhler\nÁlbum: Tijuana Bible\nFecha de lanzamiento: 2000'],Tijuana Bible+Jim Suhler & Monkey Beat
518,"[""Broken man\nCan never do no wrong\nThought my future\nWas safe in this home\nThen one day\nI got another intuition\nTo be something who I thought I was\nI don't care\nIf I don't ever make it\nI don't care\nIf I make it or no\nI don't care\n'Cause I know I'll find the answer\nThis I know for sure\nI was lost\nIn a world with no tomorrow\nNever knowin'\nWhich way to turn\nThen one day\nI got another intuition\nTo be something who I thought I was\nBut I don't care\nIf I don't ever make\nI don't care\nIf I make it or no\nI don't care\n'Cause I know I'll find the answer\nAnd this I know for sure\nAnd I know that I'll see you soon…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Broken Man+Scott McKeon
