,0_x,0_y
872,[],Handsome Cabin Boy+Kathy Kallick
873,[],Way To Go+Helen Boulding
874,"['Aquí estoy yo para hacerte\nReír una vez más\nConfía en mí, deja tus miedos atrás\nY ya verás\nAquí estoy yo con un beso\nQuemándome los labios\nEs para ti, puede tu vida cambiar\nDéjame entrar\nLe pido al sol\nQue una estrella azul\nViaje hasta a ti y te enamore en su luz\nAquí estoy yo\nAbriéndote mi corazón\nLlenando tu falta de amor\nCerrándole el paso al dolor\nNo temas yo te cuidaré, solo acéptame\nAquí estoy para darte\nMi fuerza y mi aliento\nY ayudarte a pintar mariposas en la oscuridad\nSerán de verdad\nQuiero ser yo el que despierte en ti\nUn nuevo sentimiento\nY te enseñe a creer\nA entregarte otra vez sin medir, los abrazos que des\nLe pido a Dios\nUn toque de inspiración\nPara decir lo que tú esperas oír de mí\nAquí estoy yo\nAbriéndote mi corazón\nLlenando tu falta de amor…\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: LyricFind']",Aqui Estoy Yo+Fama
875,['Letras\nThese things that I see\nThese things that are me\nTell me why\nTell me where do I fit in the plan… Más\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch\nDisponible en\nSpotify\nDeezer\nGoogle Play Música\nArtista: Dillard & Clark\nÁlbum: The Fantastic Expedition of Dillard & Clark\nFecha de lanzamiento: 1968\nGénero: Bluegrass'],In The Plan+Dillard & Clark
876,[],Mary Susan+Blood On The Wall
877,[],Doin' It Right+Blues Company
878,[],Lost Gigabyte+Electronicat
879,[],Follow the Drinking Gourd+Jorma Kaukonen
880,"[""I said to Mary\nI hope you die\nMay God forgive me\nOr at least try\n'Cause I wish I was a better man\nMy God what have I done?\nMy God what have I done?\nWhat have I done?\nYou tried to warn me\nSome find your\nThis life's not easy\nUnless you're rich\nAnd I can't find in the sense in…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Ballad Of You Know Who+Richard Swift
881,"[""Rolling away with my good intentions\nTrying to go with my mind\nSaid I'm walking the line\nFlying away with my same desire, yeah\nOh, I'm trying to get to the heart of what's bringing me down\nMoving alone I feed the fire\nAnd with the temptation all around just laughing at me\nSo I try my hardest to keep my hands clean\nAnd I stop from looking for the things that I can't find\nIf I'm ever gonna walk the line.\nSo let me take you back to the start\nWhen you gave me a piece of your heart\nAnd I will do my best oh yeah I'll do my best\nGonna make it alright now\nCause gone is the day when I would wander\nWhen I would wander through the night with…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Good Intentions+Mad Caddies
882,[],Ambivalence+Pin Group
883,[],I See Stars (Extended Club Mix)+Robin Fox
884,"['The dark eyed,\nBrown haired lover,\nFrom hard time Israel,\nShe\'s looking for a soul to take over,\nShe\'s looking for some love to sell.\nThe speed that we go is faster,\nThan everything that\'s on my mind,\nShe\'s trained to touch your body, baby.\nShe\'s trained to blow your fuckin\' mind,\nBut you seem to hold on,\nHold on,\nHold on,\nHold on to the love.\nMaking love is just a fairy tale,\nAnd all she ever wanted was to be herself,\nOh yeah.\nWhoa yeah.\nWhat, what, what is good for me,\nIs good for her,\nIs good for us in time.\nTame the transcendental meditation.\nOh, why.\nSomething in my mind is trying to tell me;\n""No it\'s not the way it\'s supposed to be,\nIf you want her, you\'re doomed.""\nBut you say,\nHold on,\nHold on,\nHold on to the love.\nBaby, baby.\n\'Cause making love is just a fairy…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Blues In 'E' (Non-Album Track)+Seal
885,[],Special 131+Horsepower Productions
886,[],MiÃ©rt vagy itt velem+Daisy
887,[],Tommy+Roberto Vecchioni
888,"['There was a rumour on the grapevine\nThe word had got around\nThere was a party goin\' on\nOn the wild side of town\nI said to Jody ""do you wanna go?""\nNow Jody likes to party\nAnd I knew she wouldn\'t say no\nWell we got the right street\nBut we got the wrong number\nThen like a shot in the dark\nWe heard that thunder\nOf the party to end all parties\nWildest one in the book\nParty to end all parties\nStep inside and take a look\nMotor Bikin\' Bobby said to Sleazy Sue\nI know exactly what we are gonna do\nWe\'re goin\' upstairs gonna lock the bedroom door\nWe\'re gonna party till we can\'t party anymore\nAt the party to end all parties\nTurn of the century\nParty to end all parties\nA riot in the first degree\nParty to end all parties\nParty on the wild side of town\nParty to end all parties\nWe…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Party To End All Parties+Skyhooks
889,"[""Now a little old lady by the name of Ma Baker lived out of town on one square acre\nIn a little white house with a picket fence all around\nShe had a kind and a gentle way till the day the TVA\nTried to make Ma Baker sell her little acre of land\nThey showed her a map of how the river ran and a sketch of a brand new dam\nBut Ma Baker wouldn't sell her little acre of land\nShe said Pa left this to me sonny and I wouldn't sell for love nor money\nNo sir Ma Baker's gonna keep her little acre of land\nThe next time they came they brought the sheriff\nFound Ma a rockin' in an old porch chair\nJust a knittin' and a rockin' out in the evening sun\nShe said I think you best to wait and don't just step through the picket gate\nAnd on Ma's lap they noticed Pa's old shotgun\n[…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Ma Baker's Little Acre+John D. Loudermilk
890,"[""Don't you think I'm so strong?\nI can only take the pressure for so long.\nTake your hangups and your pride,\nAnd lock them all outside.\n'Cause love is in the details.\nThe little things, my heart never fails to detect,\nLike lonliness,\nAnd neglect.\nWhat's keepin you from comin' home?\nEvery night, every day,\nWhat can I say come home\nWhat can I say come home\nWhat can I say come home\nWhat can I say come home\nDon't you think I'm so strong?\nI can only take the pressure for so long.\nTake your hangups and your pride,\nAnd lock them all outside.\n'Cause love is in the…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Guinea Pig+Ben Watt
891,"[""Time has come today\nYoung hearts can go their way\nCan't put it off another day\nI don't care what others say\nThey say we don't listen anyway\nTime has come today\n(Hey)\nOh\nThe rules have changed today (Hey)\nI have no place to stay (Hey)\nI'm thinking about the subway (Hey)\nMy love has flown away (Hey)\nMy tears have come and gone (Hey)\nOh my Lord, I have to roam (Hey)\nI have no home (Hey)\nI have no home (Hey)\nNow the time has come (Time)\nThere's no place to run (Time)\nI might get burned up by the sun (Time)\nBut I had my fun (Time)\nI've been loved and put aside (Time)\nI've been crushed by the tumbling tide (Time)\nAnd my soul has been psychedelicized (Time)\nNow the time has come (Time)\nThere are things to realize (Time)\nTime has come today (Time) …\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Time Has Come Today+The Chambers Brothers
892,[],Colours+Kingston Trio
893,"[""Hey boy\nWhere's your girlfriend?\nShe needs your attention\nHey boy\nWhere's your little girl tonight?\nMy steady girl\nDon't always say\nThat she's in love with me\nBut I can feel it in the way\nShe gives me hugs\nAnd kisses too\nAnd I get so many\nI don't need any from you\nIs she tellin' lies?\nNo, no, she wouldn't do that\nWhat about those guys?\nNo, no, no, no, they're just her friends\nAnd besides, I'm cooler than them\nIs she tellin' lies?\nNo, no, she wouldn't do that\nWhat about those guys?\nNo, no, no, no, they're just her friends\nAnd besides, I'm cooler than them\nMoon,…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Hey Boy+Magic Kids
894,[],Casse-toi_ pauv' con+Chiens De Paille
895,[],When Can Brown Begin (Live Version)+Jimmy Webb
896,[],Full Force Attack+Chaotic Alliance
897,[],Like Base+Pjvm
898,"[""Wouldn't you like to see me fail\nSee myself and then turn tail\nLose all my drive and the music goes stale\nBut let me warn you, I'm very careful\nIn fact I think you should be fearful\nI still don't want to see you hurt\nI still don't want to see you cry\nYou never tried to talk to me\nYou look upon me as way down there\nYour flaming head up in the air\nI still like you, I think you're great\nTalk with me, talk with me, talk with me, talk with me…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Flame Thrower+The Chills
899,"[""Hypnotized by mirrors\nYou should look out your window\nBeneath cracked panes of ice\nA sky's on fire\nDrowned by the screams of decadence\nA call to arms\nToo busy working out to\nWork it out\nIt's not gonna matter what you chose\nIt's too late when everything goes\nDa ya ya yark\nDa ya ya yark\nIt's creeping up on you\nTt knows your name\nAll that you left behind\nWill never be the same\nIt's come for all that you hold dear\nShe starts to cry\nAnd hears a song to break your heart\nYou're looking in the dark\nI can't see\nIt's getting late\nIn the night we made mistakes\nDa ya ya yark\nDa ya ya yark\nDa ya ya yark\nDa ya ya yark\nWould you leave yourself alone?\nIf everything goes dark\nWould you lighten…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Everything Goes Dark+The Hoosiers
900,[],HEI KA FEI RI JI+Jerry Yan
901,[],Keep Fighting The Fight+White Heart
902,[],I Know+Ras Shiloh
903,[],Heat Up The Night+Smooth Generation
904,"[""I see sunlight\ncreeping in through a hole in the wall\nI get a funny feeling\nI should go outside\nI can't stand to be\ncooped up in doors\ngonna get my car\ncome around to yours\nAnd maybe I'll take baby\nfor a ride\nIt's been sometime\nsince I've been shut out\non the road\nWith the blue skies in front of me\nI can let the past turn me round\nLet's get ourselves lost\nin the midsummer haze,\ndown the cool country lanes\nthat meander for days\nand maybe I'll take baby\nfor a…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Sunday Driver+The Limp Twins
905,[],Draggin' Shackles+Gary Stewart
906,[],Viking Massacre+Derek Sherinian
907,"['Odô, axé odô, axé odô, axé odô\nOdô, axé odô, axé odô, axé odô\nIsso é pra te levar no ilê\nPra te lembrar do badauê\nPra te lembrar de lá\nIsso é pra te levar no meu terreiro\nPra te levar no candomblé\nPra te levar no altar\nIsso é pra te levar na fé\nPois Deus é brasileiro\nMuito obrigado axé\nIlumina o Mirim Orunmilá\nNa estrada que vem a cota\nÉ um malê, é um maleme\nQuem tem santo é quem entende\nQuanto mais\nPra quem tem Ogum, missão e paz\nQuanto mais\nPra quem tem ideais e os orixás\nQuanto mais\nPra quem tem Ogum, missão e paz\nQuanto mais\nPra quem tem ideais e os orixás\nJoga as armas prá lá\nJoga, joga as armas pra lá\nJoga as armas pra lá\nFaz a festa\nJoga as armas prá lá\nJoga, joga as armas pra lá\nJoga as armas pra lá\nFaz um samba\nOdô, axé odô, axé odô, axé odô\nOdô, axé odô, axé…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Ile axe+Ile Axe
908,[],Julia+Los Muecas
909,"[""My fingers hold an old love letter\nWritten in your hand\nSent to myself, sent to myself\nI read it now and I feel better and when I can stand\nI'll drink to your health, drink to your health\nYou say that it's a scrap of paper dated way back when\nBut you meant it then, you meant it then\nMy fingers hold an old love letter\nWritten in your hand\nSent to myself, sent to myself\nI read it now and I feel better and when I can stand\nI'll drink to your health, drink to your health\nYou say that it's a scrap of paper dated way back when\nBut you meant it then, you meant it then\nI meant it too cause it was true\nTell me I'm wrong (tell me I'm wrong)\nTell me I'm wrong (tell me I'm wrong)\nMy…\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",You Meant It Then+The Proclaimers
910,[],Superhero+40 Cal
911,[],Audio Jihad II (Angry God Remix)+The Shizit
912,[],Feel Free (Steave Twain vs. Mysterio Remix)+Marc Korn
913,"[""We get whylin\nWhen we're freestylin\nWe bring the action\nMy rude abstraction\nAnd when a crew stepped up\nTo test us\nThey found\nWe were dangerous\nAnd they come high\nCome low\nCome fast\nCome slow\nBut got no range like us\nIf you put Haiku D'Etat\nVersus the ra-ra\nThem can't hang with us\nBecause we're dangerous\nRule things worldwide\nI'm too rude!\nSix in the morning\nPo-po at they door\nBut they ain't gone get them\n'Cause they got a window\nAll exits not seized\nSo they fleed\nK-9's sniff through\nFind personal seeds\nGrows no more\nThan a OZ rastas indeed\nSnitched on by some neighbor\nSmelling the weed\nBlown cover on the under\nKinda makes you wonder\nHow you really know\nWhen they got yo number\nCan't even be a roots man\nAnd crop yo green\nI plead the 5th, 6th\nAnd prop 215\nThem no legalize ganjah\nBut…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Los Dangerous+Haiku D'Etat
914,"[""Pu? succedere di tutto qui\nMa la scena? presentabile\nSono sola, sono sola\nEcco una distanza minima,\nImpalpabile divinit?\nSono sola, sono sola.\nPosso renderti partecipe,\nMa mi piace solo alludere\nLa memoria? solitudine\nTu sei solo\nArriviamo a un gioco immobile,\nOgni oggetto? un abitudine\nCe ne andiamo, ci spostiamo\nDa domani sar? in Messico\nSotto una coperta ruvida\nMeno sola, meno sola\nSolo l'aria? indomabile\nIn un vuoto caraibico\nSono sola, sono sola.\nLa tua immagine mi? utile\nScandagliando un altro oceano\nTutto il tempo di pensarci su.\nSono sola\nLa tua immagine mi? utile\nNon…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Viaggio+Patty Pravo
915,[],SEN LUONTEINEN MIES+Sami Saari
916,[],Volver_ Volver+Chavela Vargas
917,[],Deep in the night+JK
918,"[""Just take it back (I feel)\nThey're only words (your hair)\nWe hold the tethers (through my)\nWe're here together (fingers)\nWe paint the night (every)\nOnly to find (silk stand)\nIt's cracked and peeling (takes my)\nEach face revealing (breath a-)\nWhat we don't say (-way)\nLet's take these lines and draw ourselves out of here\nThis shipwreck from set-sail\nWe'll map the stars\nTonight they help to find a way\nWhen all is said\nWords can breathe more life than death\nThe innocence that people share\nWhen touching on secrets and letting down hair\nOver and over let's not forget last time\nI've kept the best parts and play them in my mind\nThis is tomorrow so take it or leave it\nEmpty diaries\nWe have nothing to say\nAnd we'll take the right steps to keep these pages clean\nYou want…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Disguising Mistakes With Goodbyes+Emery
919,[],Sleep+Pornopop
920,"[""Is that all that matters anymore?\nWho happened to like that band first,\nAnd who likes them more,\nWhy do you compensate for the fact,\nThat you clearly so oh very silly,\nBy walking around my town like a fallowfield hillbilly?\nYou know who you are,\nI've seen the way you look at all of the normal kids,\nYou think that they've just come out Strangeways,\nJust because they won't bat both eyelids,\nWhen you walk past with your eyeliner on, one hand in glove,\nThey're here for the music the thing that they love,\nAnd it was literally carnage at the back of piccadilly,\nTo see who could buy it first,\nAnd does the limtied edition seven inch quench your thirst?\nFor an album that will probably let you down,\nBut it doesn't even matter because you don't like that band…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Fallowfield Hillbilly+The Courteeners
921,[],Sufriendo+D.A.R.
922,"[""I never thought of leading\nI've got my own machine\nAnd I've paid my dues all along\nAll set for breaking\nWhen I missed those other people\nCause I knew that I was really alone\nFall out\nFall out with all the leaders and gangs\nFall out\nFall out with all the leaders and gangs\nI saw my education\nIt was my indoctrination\nJust to be another parking machine\nAll my sense was breaking\nWhen I missed those other people\nCause I knew that I was not very clean\nFall out…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Fall Out+The Police
923,[],La marelle+Nimal
924,[],No Man Room+Ding Dong
925,[],Rock Reggae Rhapsody - Original+Cimarons
926,[],Senhora Do Livramento (ao vivo)+CamanÃ©
927,[],There Is Always Madness+April March
928,[],Reason+Chris Vickery
929,[],I Want To Be Your Mother's Son-In-Law+Macy Gray
930,[],Thank You Electric Moofer+Moped
931,"[""Tu ora sei qui\nMa sei lontano e non è più lo stesso\nTu vicino a me\nMa stai cercando di non starci dentro\nRimani un po' con me, così\nCosì com'è questa fotografia\nMi appare chiara adesso che la guardo\nMeglio così, più di così\nL'amore è un dubbio che ci gira intorno\nE arriva dentro noi marea\nE lascia dentro noi la scia\nTi prego portami via\nNon dirmi tutto\nTi prego portami via\nLasciami un sogno...\nNoi, contro di noi\nQuanti chilometri che abbiamo fatto\nSpariti poi nel buio che\nNeanche la luna può guardarci dentro\nè arriva dentro noi marea\nE lascia dentro noi la scia\nTi prego portami via\nNon dirmi tutto\nTi…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Non Dirmi Tutto+Paola Turci
932,[],Aestivation+Liberty Ellman
933,"[""Do you ever feel like a misfit?\nEverything inside you is dark and twisted\nOh, but it's okay to be different\n'Cause baby, so am I (So am I, so am I, so am I-I-I-I-I)\nCan you hear the whispers all across the room?\nYou feel her eyes all over you like cheap perfume\nYou're beautiful, but misunderstood\nSo why you tryna be just like the neighborhood?\nI can see it, I know what you're feelin'\nSo let me tell you 'bout my little secret\nI'm a little crazy underneath this\nUnderneath this\nDo you ever feel like a misfit?\nEverything inside you is dark and twisted\nOh, but it's okay to be different\n'Cause baby, so am I (So am I, so am I, so am I)\nDo you ever feel like an outcast?\nYou don't have to fit into the format\nOh, but it's okay to be different\n'Cause baby, so am I (So…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",They're Gonna Hear From Me+The Whispers
934,"[""Today you wed a new love\nAnd leave behind your blue love\nI guess I've known it all along\nI hear the organ playing\nI know you'll soon be saying\nThe words that would make you his alone\nOnce I shared your love dear\nYour dreams of happiness\nWhat was in the future my heart…\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Blue Love+Buck Owens
935,[],It'S Been A Long Long Day+Radka Toneff
936,[],91 Norch+Cold Duck Complex
937,[],Short Story+Stimming
938,[],The Last Farewell+Tommy Overstreet
939,[],Urban Ensemble+Glenn Underground
940,[],EAT DOG+Onra
941,"[""I vow that it's goodbye and God bless\nWhy did we have to assume we're exactly the same?\nOh no, talking about yourself\nI vow that it's goodbye to the old ways\nThose stories were a good read\nThey were dumb as well\nI could never be seen\nFalling down on my knees crawling\nOh no, talk about a sell\nO as the heavens shudder baby\nI belong to you\nOh they said you get what…\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Goodbye+The Sundays
942,[],Stra~e+Plavi orkestar
943,"[""Boy, all I see, is you and me\nAnd all I do, is think of you\nYo, I remember when we met the whole scene was set\nBackstage rockin' black shades\nTold you not to be afraid\nWe touched and when your smile turned to a blush\n[Incomprehensible]\nI had to get to know your name\nThen I got your number\n17 and under, maybe just a little younger\nHad to get to know you, 'cause there's things I wanna show you\nForget them other brothers they know lines that they told you\nNow your acting all shy, hmm I wonder why\nEverytime I looked at you, you turned and drop your eye\nWe faced, began to lace you up with lines\nFragrance by Ann Klein had me losing my mind\nWith your zodiac sign, my perfect match, in fact\nI'm compatible with anything from Mio to Ash\nNow it's all about us we're…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",All I See+Montag
944,[],Give Me Flowers+Marc Antona
945,[],Unknown+Cheb Bilal
946,[],Dance with me+Modern Lovers
947,[],A Right Long+Poco
948,[],Comonamyhouse+Patric C
949,"[""She's a perfect 10, but she wears a 12\nBaby keep a little 2 for me\nShe could be sweet 16, bustin' out at the seams\nIt's still love in the first degree\nWhen he's at my gate, with a big fat 8\nYou want to see the smile on my face\nAnd even at my door, with a poor poor 4\nThere ain't no man can replace\n'Cause we love our love,\nin different sizes\nI love her body, especially the lies\nTime takes it's toll, but not on the eyes\nPromise me this, take me tonight\nIf he's extra large well I'm in charge\nI can work this thing on top\nIf he's XXL well what the hell\nEvery penny don't fit the slot\nThe anorexic chicks, the model 6\nThey don't hold no weight with me\nWell 8 or 9, well that's just fine\nBut I like to hold something I can see\n'Cause we love our love,\nin different sizes\nI…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Perfect 10+The Beautiful South
950,[],Sex With Jesus+Regulations
951,"[""She's a fool and don't I know it\nBut a fool can have her charms\nI'm in love and don't I show it\nLike a babe in arms\nLove's the same old situation\nLately I've not slept a wink\nSince this crazy situation\nHas me on the blink\nI'm wild again, beguiled again\nA whimpering, simpering child again\nBewitched, bothered and bewildered, am I\nCouldn't sleep, wouldn't sleep\nLove came and told me, shouldn't sleep\nBewitched, bothered and bewildered, am I\nI lost my heart, but what of…\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Bewitched_ Bothered And Bewildered+Silje Nergaard
952,[],Dedicated To Jah+The In Crowd
953,[],John Henry+Etta Baker
954,"['This is the story of a starry night,\nThe faded glory of a new delight\nOne breathless meeting,\nTwo lips repeating\nThree precious words that were sweet but fleeting...\nWhen stars are bright my heart keeps wondering why\nOur first ""goodnight""…\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",The Story Of A Starry Night+Danny Williams
955,[],Don't Go To Sleep On Me+Bernard Allison
956,"[""Tu parles trop\nTu parles trop et tu parles trop mal\nHaroun\nPresenté pour tes trauma\nOn s'impose tel quel, nous et nos dégaines d'arnaqueurs\nPas l'genre de gars à taper des faces d'acteurs\nC'est pas ton grade qui m'fera t'sourire à la Colgate\nCa, ça marche aux coups d'coeur et débite au compte-goutte\nJ'rap à tout heure sur n'importe quel beat\nSans tuteur, acquiert en douceur mille et une techniques\nJ'suis bosseur j'ai juste mes priorités\nLe genre de jeune que les gens ont du mal à situer\nMais j'ai rien à prouver\nMoi je cherche qu'à faire groover l'beat\nJe tiens pas en cage, j'suis fait pour trouver l'but\nEt quoique t'en dise, il n'est plus le temps de débattre\nSurtout que tu vois toujours bien dans le jardin des autres\nBizarre que t'es tant de mal a…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Tu parles trop+Haroun
957,[],Time Flies (Live)+Pete Philly & Perquisite
958,[],Fallen+Staylefish
959,"[""Oh how sadly sound the songs the queen must sing of dying\nA prisoner upon her throne of melancholy sighing\nIf she could see her mirror now\nShe would be free of those who bow and\nScrape the ground before her feet\nSilently she walks among her dying midnight roses\nWatches as each moment goes that never really know us\nAnd so it seems she doesn't care\nIf she has dreams of no one there\nWithin the shadows of her room\nBut all my frozen words agree, and say it's time to\nCall back, all the birds I sent to\nFly behind her castle walls, and I'm\nWeary of the nights I've seen\nInside these empty halls\nWooden lady turn and turn among my weary secrets\nAnd wave within the hours past and…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",The Bird Of St Marks+Jackson Browne
960,"[""Where am I going?\nAnd what will I find?\nWhat's in this grab-bag\nThat I call my mind?\nWhat am I doing\nAlone on the shelf?\nAin't it a shame\nBut no-one's to blame but myself\nWhich way is clear\nWhen you've lost your way\nYear after year\nDo I keep falling in love\nFor just the kick of it?\nStaggering through\nThe thin and thick of it\nHating each old\nAnd tired trick of it\nKnow what I am\nI'm good and sick of it\nWhere am I going?\nWhy do I care?\nRun where it's foul\nOr run where it's fair\nNo matter where I run\nI meet myself there\nLooking inside me\nWhat do I see?\nAnger and hope and doubt\nWhat am I all about?\nAnd where am I going?\nYou tell me\nWhen you've lost your way\nYear after year\nDo I keep falling in love\nFor just the kick of it?\nStaggering through\nThe thin and thick of…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Where Am I Going?+Dusty Springfield
961,[],My '68+Young Dru
962,[],Many Times I've Waited+Don Gibson
963,"[""Downtown's been caught by the hysteria\nPeople scream and shout\nA generation's on the move\nWhen disco spreads like bacteria\nThese lonely days are out\nWelcome the passion of the groove\nThe golden years\nThe silver tears\nYou wore a tie like Richard Gere\nI want to get down\nYou spin me around\nI stand on the borderline\nCrying at the discoteque\nCrying at the discoteque\nI saw you crying\nI saw you crying at the discoteque\nI saw you crying\nI saw you crying at the discoteque\nTonight's the night at the danceteria\nThe joining of the tribe\nThe speakers blasting clear and loud\nThe way you dance is our criteria\nThe DJ takes you high\nLet tears of joy baptize the crowd\nThe golden years\nThe silver tears\nYou wore a tie like Richard Gere\nI want to get down\nYou spin me around\nI stand on the…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Crying At The Discotegue+Alcazar
964,"[""I've been sleeping with ghosts\nI've been watching stars crawling out of the sky\nI've been hoping I'm close\nTo the spaceman movies I call my life\nAnd I've been climbing ladders through time\nI've got tunnel vision but I'm doing fine\nAnd I've been watching stars coming off of the wall\nAnd maybe if I'm lucky I could catch them before you fall\nAnd you are not alone\nCalling out to the astronaut\nI need some of what you've got\nI need to be high\nCrawling out of a world she bought\nCalling out to the astronaut\nI need to be high\nI've been holding this microphone\nAnd I've been channeling but I think we're alone\nI've got platinum vision and a tin foil touch\nI've got you to propel me\nBut I still need so much\nNot to be alone\nCalling out to…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",The Astronaut+Something Corporate
965,"[""There is a city of gold\nFar from the rat-race that eats at your soul\nFar from the madness and the bars that hold\nThere is a city of gold.\nThere is a city of light\nRaised up in heaven, and the streets are bright\nGlory to God, not by deeds or by might\nThere is a city of light.\nThere is a city of love\nSurrounded by stars and the power above\nFar from this world and the stuff dreams are made of\nThere is a city, city of love.\nThere is a city of grace\nYou drink holy water in a sanctified's place\nOne's afraid to show their face\nThere is a city, a city of grace\n[Interlude]\nThere is a city of peace\nWhere all [foul form of] destruction will cease\nWhen the mighty have fallen and there's no police\nThere is a city, a city of…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",City of Gold+The Dixie Hummingbirds
966,"[""Le ciel ne manque pas de charme,\nMais je préfère\nLes plaisirs, les joies, les larmes\nDe notre terre,\nLe bon vin, les yeux brillants\nDes jolies femmes...\nLa vie c'est plus pétillant\nQue le champagne!\nLa-haut tu dois croquer la pomme,\nMonsieur le Diable,\nMais le vieux plancher des hommes\nC'est formidable.\nEt je donn' l'éternité\nEt son silence\nPour un pauvre jour d'été\nDe mes vacances.\nC'est permis\nD'aimer la vie et d'aimer l'amour,\nD'aimer la nuit, d'aimer le jour\nEt de penser que c'est trop court...\nBien trop court!\nJ'ai envie\nDe rattraper le temps qui court,\nDe vivre à fond, de vivre pour\nAimer la vie, aimer l'amour.\nLa vie…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Aimer La Vie (Soy Un TruhÃ¡n Soy Un SeÃ±or)+Julio Iglesias
967,[],The Auspice (LP Version)+Madina Lake
968,[],Cabaret Des Belles lettres+Chris Carrier
