,0_x,0_y
238,"[""Day by day we have our little problems\nDon't think about it\nThere's no time to look behind\nIt could be so easy\nTake a step aside to see the difference\nIf you really dare to\nThe problem that you have's a different kind\nKnowing where to go is not so easy\nBut you have to focus\nTaking time to look is sometimes hard\nYou just have to want to\nLooking for the reason why you stay here\nIt's a change of perspective\nSeems like playing with a deck of cards\nMisunderstanding - starts shouting…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Perspective+Namnambulu
239,[],Cat Scratch Fever (Album Version)+The Moog Cookbook
240,[],Haastattelu (interview)+Avain
241,[],Intro / Stay All Night_ Stay A Little Longer+Webb Pierce
242,"[""I've been waiting on some progress\nI've been waiting on some progress but you give me no choice\nGonna have to walk you through this\nStanding still on moving shadows, it won't get you too far\nIt won't get you too far\nCan I take you home?\n'Cause you are the only one I trust\nThis place crawls with snakes and we are dancing in the dark\nI could not give you any warning\nWe can argue in the morning\nWhat's your point of view?\n'Cause all I see now is this progress\nI've been waiting for this moment but you couldn't even stay\nYou couldn't even stay\nCan I take you home?\n'Cause you are the only one…\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Can I Take You Home+The Automatic
243,[],Street Dance+Eric Marienthal
244,"[""Short people have no reason\nShort people have no reason\nShort people have no reason\nTo live\nThey got red noses red teeth\n------red eyes\nDon't want no short people\nDon't want no short people\nDon't want no short people\nAround here\nShort people are just the same as you and i (who says that?)\nAll them are brothers till the day they die (it's a wonderful world)\nShort people got nobody\nShort people got nobody\nShort people got nobody\nTo love\nThey got silly little legs\nThat stand so low\nYou got to pick them up\nJust to say hello\nThey got little tiny bodies\nThat go beep beep beep…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Short People+Country Teasers
245,[],Les Papillons Noirs+MichÃ¨le Arnaud
246,"['Never ending, I\'m dying\nBefore I stay to try\nInside, outside\nUpside and down\nLeft and right\nBefore and behind\nI prefer to die before the end\nOver and under\nAre black and white really the same?\nHallo? Who is there?\nSplit my head into seven parts\nWhat is gonna happen?\nRivers flowing upward instead of down\nWho moves the earth?\nDid stones ever grow in this world\nCan steel be broken?\nWhen did revers start so flow again?\nThe end is open\nWho is making facts to facts?\nThe fields of knowledge from inside, outside\nDoes someone know the beginning\nThe place where time and space are death\nThinking over and over again\nBut nothing seems really real\nWho the fuck is upside there\nAnd ""earth-commanding?""\nHallo? Who is there?\nWho the fuck is upside outside\nHallo? Who is there?\nWhy are you…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Outside down+GRAVEWORM
247,[],Oh! What A Girl! (Tom Belton Vocal Mix)+Simply Red
248,"[""Our love knows no limits\nAnd our love knows no bounds\nHear it ring through the hills and canyons\nIsn't love profound\nIt shows us the life that we know we can live\nIt teaches us how to forget and forgive\nIt gives us the harvest from sweet mercy fields\nIt rescues, it nurtures, it calms and it heals\n'Cause our love knows no limits\nAnd our love knows no bounds\nOh, it confounds the wisest of sages\nIsn't love profound\nOh, it sings when we're weary from so many tears\nAnd rocking us gently it cradles our fears\nIn those times when we feel like we've come to our end\nIt gives us the strength to start over again\n'Cause our love knows no limits\nAnd our love…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Love Profound+Little Big Town
249,[],Patience+Pix
250,"[""Have you been drinking?\n'Cause it's not too late to start\nThere's still a week\nBefore they come and pull the place apart\nAnd I was thinking\nI have sorrows to be drowned\nToo complete to contemplate\nWithout a friend around\nOn Brunswick Street the bits of broken glass\nSparkle brighter than the six or seven stars\nAnd I'm reminded\nOf a Sunday afternoon\nHow the sunlight caught the cigarette smoke\nCurling through the room\nAnd you behind it\nYour hair in rubber bands\nOne more for the footpath\nAnd we walked home holding hands\nLike the weekenders and window-shoppers do\nWe were…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Requiem For The Punters Club+The Lucksmiths
251,['No tengas miedo morena\nY dame ya tu corazón\nNo siento ninguna pena\nPorque me digas que no\nYo te seguiré queriendo\nAlgún día vendrás a mí\nQue lindo será ese día\nCuando seas para mí\nQue al cabo el destino\nNadie lo tiene comprado\nY por tu amor me lo\nJuego en un volado\nAl águila o sol\nPues soy gallo muy jugado\nY has de ser mía\nPorque así lo quiero yo\nMe dicen que no sea loco\nQue tu tienes otro amor\nA mí me importa muy poco\nPara eso tengo valor\nY aunque anden por ahí diciendo\nQue a mí me van de matar\nYo…\n\n\n\n\n\n\n\n\n\nFuente: LyricFind'],Al aguila o sol+Pedro Infante
252,[],40 Watt Bulb (Four Lane Version)+Pinetop Seven
253,"[""Lonely teardrops\nMy pillow's never dry\nOf lonely teardrops\nCome home, come home\nJust say you will\nSay you will (say you will)\nSay you will (say you will)\nSay you will (say you will)\nMy heart is crying\nCrying lonely teardrops\nThey just keep on falling\nLonely teardrops\nCome home, come home\nJust give me another chance\nFor our romance\nCome on and tell me\nSomeday, you'll return\n'Cause every day\nThat you've been gone away\nYou know my heart (heart)\nDoes nothing but cry, baby\nLonely teardrops\nThey just keep on falling\nLonely teardrops\n(Lonely teardrops)\nCome home, come home\nJust say you will\nSay you will (say you…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Lonely Teardrops+Brian Hyland
254,"[""So long boy you can take my place, got my papers I've got my pay\nSo pack my bags and I'll be on my way to yellow river\nPut my guns down the war is won\nFill my glass high the time has come\nI'm going back to the place that I love yellow river\nYellow river, yellow river is in my mind and in my eyes\nYellow river, yellow river is in my blood, it's the place I love\nGot no time for explanations, got no time to lose\nTomorrow night you'll find me\nSleeping underneath the moon at yellow river\nCannon fire lingers in my mind, I'm so glad that I'm still alive\nAnd I've been gone for such a long time from yellow river\nI remember the nights were cool I can still see the water pool\nAnd I remember the girl that I knew from yellow river\nYellow river, yellow river is in my…\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Yellow River+Christie
255,['我靠在一边她问我有没有香烟\n我说我现在的心情很差\n她眉来眼去要带我到地下室把我的衣扣解开\n我不去冒险我不会抽烟\n她凌乱的黑发散发出迷人香味渗透她的思维\n想把我带到陌生的城市跟随她放纵不羁\n今夜要我看到她的欲望触碰她的身体\n我要释放出来\n我要愤怒自己\n温柔的女子你真狂野\n温柔的女子你真奇怪\n衣衫不整是你的风采\n甜言蜜语是你的魅力\n在这个城市我遇上你\n今夜这么寒冷你穿的好单薄\n现在我只想说出心中话语让你知道\n漂亮的女子你多么性感\n漂亮的女子你多么妩媚\n漂亮的女子你多么妖娆\n我忍不住大声尖叫尖叫\n啦啦啦啦啦啦啦\n啦啦啦啦啦啦啦\n我视乎在哪里见过她还记得她的名字\n我想是不是麦当娜\n她静静的注视着我这一切来的这么突然\n我清晰的听到她说话的声音\n她告诉我她是麦当娜我可以向她袒露心扉\n我压抑的心情此刻茅塞顿开\n发现她对我很好很好\n是不是想要得到什么…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch'],Blaze Rhymez+Large Professor
256,"[""There she stood in the street\nSmiling from her head to her feet\nI said hey, what is this\nNow baby, maybe she's in need of a kiss\nI said hey, what's your name baby\nMaybe we can see things the same\nNow don't you wait or hesitate\nLet's move before they raise the parking rate\nAll right now baby, it's all right now\nAll right now baby, it's all right now\nI took her home to my place\nWatching every move on her face\nShe said look, what's your game baby\nAre you tryin' to put me in shame\nI said slow don't go so fast\nDon't you think that love can last\nShe said love, Lord above\nNow you're tryin' to trick me in love\nAll right now baby, it's all right…\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",All Right Now+Free
257,"['Pitele kiinni, tst lhtee rytmi.\nSydn voi lyd kun lymtn,\nKun se nousee, se nousee.\nJalat voi tuntua hassuilta,\nKun se nousee, se nousee.\nHetken voit haukkoa henke,\nSe on niin villi ja vkev.\n""Luoja, miten vahvaa lkett""\nSanot kun se nousee, se nousee.\nKerto:\nNousee, se nousee,\nNousee, se nousee,\nNousee, se nousee,\nNousee, se nousee.\nNiin se alkaa,\nNiin se alkaa janottaa,\nKun se nousee, se nousee.\nSaatat itsesi unohtaa,\nKun se nousee, se nousee.\nTarttuu kiinni mietteisiin,\nSt suunnat mynteisiin.\nImee sut rytmin…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Nousee+Soul Captain Band
258,"[""I saw it again today in the face of a little child\nLooking through the eyes of fear and uncertainty\nIt echoed in a cry for freedom across the street and across the miles\nCries from the heart to find the missing part\nWhere is the hope, where is the peace?\nThat will make this life complete\nFor every man, woman, boy, and girl\nLooking for heaven in the real world\nTo stand in the pouring rain and believe the sun is gonna shine again\nTo know that the grave is not the end\nTo feel the embrace of grace and cross the line where real life begins\nAnd know in your heart you've found the missing part\nAnd there is a hope, and there is a peace\nThat will make this life complete\nFor every man, woman, boy, and girl\nLooking for heaven in the real world\nLooking for heaven in…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Heaven In The Real World (Heaven In The Real Wolrd Album Version)+Steven Curtis Chapman
259,"[""It's none of my business giving advice\nYou can take it or leave, you don't need to be nice\nYou're living through hard times and it's starting to show\nHow deep in the blues do you want to go?\nIt hasn't been easy living on your own\nGot a house full of empty where there once was a home\nTomcats on your doorstep and you never say no\nHow deep in the blues do you want to go?\nJust how far will you go down\nTill you lift your head and look around?\nYou have friends to surround you, baby\nAnd maybe someone who loves you, hey, hey\nTaking prescriptions, hide from your pain\nCome the next month, baby, it's come back again, oh yeah\nBaby, so bad to see you down so low\nHow deep in the blues do you want to go?\nJust how far will you fall\nTill you see you…\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Over My Head+Robben Ford
260,[],The Magic See Saw+Johnny Pearson
261,"[""Whether you are here or yonder,\nWhether you are false or true\nWhether you remain or wander,\nI'm growing fonder of you\nEven though your friends forsake you,\nEven though you don't succeed\nWouldn't I be glad to take you,\nGive you the break you need\nMore than you know, more than you know\nGirl of my heart, I love you so\nLately I find you're on my mind\nMore than you know\nWhether you're right, whether you're wrong\nGirl of my heart, I'll string along\nYou need me so\nMuch more than you'll ever know (ever know)\nLoving you the way that I do…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",I Will Love You+Audra McDonald
262,[],Hot Hot Hot+Bellini
263,[],Where Does It Go+Michael Houser
264,"[""Rub that line out of the sand\nI can see you closer\nCloser than you'll ever be\nRub that line above the sand\nI know you think it's over\nStaring out into the sea\nDon't let go, this could be so perfect\nDon't let go, if we hold onto it\nRub that line above the sand\nRight before the tide comes\nWashes you away from me\nOh, kiss of life\nOh, kiss of life\nCould you wave goodbye to sun?\nThe sea, the stars, the waves, the tide?\nThe wails inside, that life has died.\nBut all you need is a kiss of life\nRub that line out of the sky\nI can feel the night crawl\nA broken drum and tambourine\nRub that line out of the sky\nI can see the clouds form\nTaking shape in front of me\nDon't let go, this could be so easy\nDon't let go, if you hold on to me\nRub that line out of the sky\nRight before the…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Kiss Of Life (Luke Solomons Broken Dub)+Friendly Fires
265,[],Running+E.C. Scott
266,[],Song For Maya (Rob Mello No Ears Instrumental)+Phil Weeks
267,"['Downtown is like a slot machine\nShine neon signs and stoplights turn to green\nSit down, the moon is in my hair\nIt shines upon the rainfall in the air\nI see you everyday\nI watch you as you talk away\nI often think of things to say\nBut I just watch you as you walk away\nCross-town the street is like a stream\nAsphalt and people driving in a dream\nSlow down, the moon is in my eyes\nIt shines…\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Rainfall+The Apples In Stereo
268,"[""Never gonna get enough\nNever gonna get enough\nNever gonna get enough\nNever gonna get enough\nNever gonna get enough\nNever gonna get enough\nNever gonna get enough\nNever gonna get enough.\nI love you - I love you!\nEat\nKiss\nCry a lot\nAnd the whole world's living in a parking-lot\nBacause you know I'd be the guardian angel of our destiny.\nI said: Hip man\nRise up\nAnd the rain was falling in the papercup\nBecause you\nGirl and me\nWe'll climb the mountain of eternity.\nI love you - I love you!\nYou're the love of my life\nMy life\nMy life\nAnd I won't let you go now\nThis is a requiem for: Love\nOur love\nOur love is a miracle now.\nLike a thief in the night\nThe night\nThe night\nI was begging for love\nThis is a requiem for; Life has set me free\nTaking a chance on you and me\nThis is the story now…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Requiem+London Boys
269,[],Sin Ti+Binomio de Oro de AmÃ©rica
270,[],Keba mirima+Balla et ses Balladins
271,[],Esta Noche Tu Vendras+El Piporro
272,"['Down in Mexicali\nThere\'s a crazy little place that I know\nWhere the drinks are hotter than the chili sauce\nAnd the boss is a cat named Joe\nHe wears a red bandana, plays a blues \'pianna\'\nIn a honky-tonk, down in Mexico\nHe wears a purple sash, and a black moustache\nIn a honky-tonk, down in Mexico\nWell, the first time that I saw him\nHe was sittin\' on a piano stool\nI said ""Tell me dad, when does the fun begin?""\nHe just winked his eye and said ""Man, be cool.""\nHe wears a red bandana, plays a blues pianna\nIn a honky-tonk, down in Mexico\nHe wears a purple sash, and a black moustache\nIn a honky-tonk, down in Mexico\nAll of a sudden in walks this chick\nJoe starts playing on a Latin kick\nAround her waist she wore three fishnets\nShe started dancin\' with the castanets\nI…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Down In Mexico+The Coasters
273,"[""On a rencontré Afric Simone\nAvec lui on a fumé un cone\nMaintenant on est\nComplétement Stone\nC'est toujours comme ça\nAfric Simone\nOn a rencontré Garnier Simone\nOn s'les mise à trois\nElle était bonne\nC'est toujours comme ça\nGarnier…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Afanana+Marcel Et Son Orchestre
274,[],Feel U Here+Dash Berlin
275,[],Fuel For The Ire+Modaji
276,"[""As far as you take me\nThat's where I believe\nThe realm of soft delusions\nFloating on the leaves\nOn a distant shoreline\nShe waves her arms to me\nAs all the thought police\nAre closing in for sleep\nThe dilly dally\nOf my bright lit stay\nThe steam of my misfortunes\nHas given me the power to be afraid\nAnd in my mind I'm everyone\nAnd in my mind\nWithout a care in this whole world\nWithout a care in this whole world\nWithout a care in this life\nIt's what you take that makes it right\nI'm beautiful, you're beautiful\nAs beautiful as the sun\nWonderful, you're wonderful\nAs wonderful as they come\nAnd I can't help but feel attached\nTo the feelings I can't even match\nWith my face pressed up to the glass, wanting you\nIn the slipstream\nOf thoughtless thoughts\nThe light of all that's good…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Porcelina Of The Vast Oceans+The Smashing Pumpkins
277,[],Alone At Christmastime+Rosie Thomas
278,"['Disponible en\nSpotify\nDeezer\nGoogle Play Música\nArtista: Sid King and the Five Strings\nÁlbum: Gonna Shake This Shack Tonight\nFecha de lanzamiento: 1980\nGénero: Rock\nOtras personas también buscan: Wine Spo-LI-O-LI, MÁS']",When My Baby Left Me+Sid King & The Five Strings
279,[],Cell Song+Fairport Convention
280,[],Narcotic Pt.+Mad Doctor X
281,[],I Wonder+The Infamous Stringdusters
282,[],My Toot Toot+Terrance Simien
283,[],Blood In I Eye+Kankick
284,"[""Somewhere in a sunset room\nOh, somewhere in a sunset room\nWe?ll share our new religion\nDine on rose and apricot\nAnd we won't count the hours or days\nAnd we?ll dance until we can't\nAh, somewhere in a sunset room\nIt?s like a portal to another world\nWe have no need for clothes or shoes\nAnd without words\nConvince me you're not counterfeit\nAnd I?ll show you what I'm made of\nWe?ll have breakfast of chocolate and velvet\nBrush off the dust of sleepy memory\nWe've awakened in a sunset room\nWe own, we own the sun and the moon\nOh, somewhere in a sunset room\nWe're craving winter, we've lost the afternoon\nWe're dreaming on clouds of saffron silk\nBathed in a golden light, defying gravity\nOh, so completely\nOh,…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Sunset Room+Two Loons For Tea
285,[],Blue Sunshine+Nish
286,"[""Way down in Bowling Green\nPrettiest girls you've ever seen\nA man in Kentucky sure is lucky\nTo love down in Bowling Green\nBowling Green folks treat you kind\nThey let you think your own mind\nA man in Kentucky sure is lucky\nIn Bowling Green, you walk your own line\nKentucky sunshine makes the heart unfold\nIt warms the body and I know it touches the soul\nBlue grass is fine, Kentucky owns my mind\nAnd fields down in Bowling Green\nHave the softest grass you've ever seen\nA man in Kentucky sure is lucky\nTo lie down in Bowling Green\nBowling Green girls treat you right\nThey wear dresses, cut country tie\nA man in Kentucky sure is lucky\nIf he's seen the Bowling Green light\nKentucky sunshine makes the heart…\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Bowling Green+Jesse Winchester
287,"[""You want to tell me how to do it\nIf I shut my eyes real tight I'll get through it\nYou want to lead me to the water\nBut I'm not allowed to drink till you give the order\nSeems like all you thinking about\nIs how much louder you can shout\nYou love to move me to how you want me to be\nYou love to move me\nI'm not really into this kind of thing but...\nHey what's the difference?\nIt's a funny kind of love but I'll try it once\nIf it makes you feel it's happening\nThen it's worth a go to get it on the action\nSeems like all you thinking about\nIs how much louder you can shout\nYou love to move me how you want me to be\nYou love to…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Move Me+Judie Tzuke
288,[],I Love Being A Parent (Album Version)+Jeff Foxworthy
289,[],Salvation (album version)+Rae & Christian_ Siron
290,"[""Some days I see only evil in the world,\nSome days I see everything\nGood days I see beauty in just the way the light falls on your face\nLook what it's doing to me,\nLook what it's doing to me\nLook what it's doing to me\nSee what this monster's doing to me\nSome days I see cynics in sequins\nSome days in the mirror I see\nThere's good intentions in the words that I speak\nThe mind is willing, but the muscle is weak\nLook what it's doing to me\nLook what it's doing to me\nLook what it's doing to me\nSee what this monster's doing to me\nYou'll be on my mind, I'll be on the phone\nYou deserve better than this, we both know\nThanks for giving me so many changes\nThanks for giving me so many changes\nSee the smile on the new music pages\nNow his face is all of the rages\nHey pretty…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",The Way The Light Falls+Inspiral Carpets
291,"[""The part of the sky where the sun\nComes up is a rare sunday\nI will eventually go to by\nBut please celebrate don't be sad\nCause i will meet you there\nAnd like the locust we can sing until we die\nCome to the house\nAnd at some point close your mouth\nThere is no one to turn you back if you don't eat\nThe fluid in your skull\nThats excited by the sun\nOver words like tongues or flame upon the crowd\nThe empty of your mouth\nFilling up as you who drowns\nScreams don't worry the moon will swing the sea around\nThe finding that your gone\nWith only the locust singing songs\nBreathing in and out the music of their legs\nCome and see, come and see\nNo not this i think i found it\nCome and see, come and see\nOdalisk i think i found it\nThe part of the sky where the sun\nComes up is a rare…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Part of the Sky+Adam Arcuragi
292,[],Clever (Album Version)+Thornley
293,[],Chocolate Mountain+Suff Daddy
294,[],Pontilice (Minon remix)+Floex
295,"[""And now ladies and gentlemen\nHe's Lee, he's mean and he's green\nAnd he…\n\n\nTraducir al español\nFuente: LyricFind""]",Intro+Crazy Frog
296,"['Quero tanto viajar\nOooo aria raio oba oba oba, ooooooo aria raio oba oba oba\nOooo aria raio oba oba oba, ooooooo aria raio oba oba oba\nOooo aria raio oba oba oba, ooooooo aria raio oba oba oba\nOooo aria raio oba oba oba, ooooooo aria raio oba oba oba\nOooo aria raio oba oba oba, ooooooo aria raio oba oba oba\nOooo aria raio oba oba oba, ooooooo aria raio oba oba oba\nQuero tanto viajar\nVamo viajar vamos, quero tanto viajar levar voce ou deixar que voce me leve\nTem tanto lugar bonito, eu acho que nos dois podemos ter uma boa viagem\nOooo…\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Viajar (Jesse Garcia remix)+Gregor Salto
297,[],Refined+Ten Kens
298,[],In Da Club+Tum Tum
299,[],Stop the Horse+Barrabas
300,[],Don't Ask Why+The Urge
301,"[""I took my time, I never touched\nWhen you danced you tease me\nAll night sugar rush\nJust gimme a taste tonight\nOh girl, you're too much\nI'm burning up right now and I need your touch\nCome on let's take a ride, crash and we'll collide\nJust give it a chance tonight\nSo I can taste you on my tongue\nWith your lips to kiss like a red hot sun\nYou're one big sugar rush\nSuck me in, suck me in, hold me down ''till the very end\nI hate the chase, just stop the clock\n'Cause you're so close now\nThat I can taste sugar rush\nThen up and go without a trace\nOh, you and your hoax\nYou got me all lit up in your fireworks\nCome on light the sky, sparks will shoot and fly\nLet's give it a chance tonight\nSo I can taste you on my tongue\nWith your lips to kiss like a red hot sun\nYou're one…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Sugar Rush+Cash Cash
302,"[""I can see clearly now the rain is gone\nI can see all obstacles in my way\nGone are the dark clouds that had me blind\nIt's gonna be a bright (bright)\nBright (bright) sunshiny day\nIt's gonna be a bright (bright)\nBright (bright) sunshiny day\nI think I can make it now the pain is gone\nAll of the bad feelings have disappeared\nHere is that rainbow I've been praying for\nIt's gonna be a bright (bright)\nBright (bright) sunshiny day\nLook all around, there's nothing but blue skies\nLook straight ahead, there's nothing but blue skies\nI can see clearly now the rain is gone\nI can see all obstacles in my way\nGone are the…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",I Can See Clearly Now+Johnny Nash
303,[],Fancy Footwork (Thomas Barfod Remix)+Chromeo
304,"[""Pense a moi la prochaine fois que\nTu entendra la rumeur des vagues\nEt si elles te disent que tu m'as fait\nQue do mal, t'en fais pas\nJ'suis la pour ça\nLa mer connaît pas le fil do temps\nQui nous rapproche et nous sépare\nVive la marée haute et vive la basse\nMais surtout vive la différence\nJ'suis la pour ça\nJ'suis la pour ça\nJ'suis la pour ça\nLaisse couler le bateau\nOublie tes mœurs\nLaisse-toi aller et n'ai pas peur\nLes mecs c'est des…\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",La Pour Ca+Nada Surf
305,"[""Don't you feel like you're running away?\nLife's got you down\nFeels like there's no other way\nIt feels like I'm out of control\nSometimes I just want to let you know\nWe're all in search of our souls\nTrying to get through another day\nSometimes I just don't understand\nWhy it's so hard just to let this go\nDon't you feel like you're running away?\nLife's got you down\nFeels like there's no other way\nIt feels like I'm out of…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Sometimes+Kings of Tomorrow
306,"[""Say you wanna make it the nighttime's deadly stare\nNever ever dreamed I'd deliver such a deep forbidden lair\nTempt you take it, I'll take you for a ride\nForever down by the river where I'll breath you deep inside\nSay pushâ?¦Say push it inâ?¦Say pushâ?¦Say push itâ?¦in\nThere is no pain without my name, there is no pain without my name\nThere is no pain at all\nStrip! In a fever lick my carcass\nI need to rape your shattered bones\nIn a fever you were taken from my bed\nI need to suck you in!\nMy severed sore, you…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",River's Edge/Strip The Flesh+The Genitorturers
307,"[""Born again harder\nThan I was before\nBringing the hammer down\nIs more than metaphor\nI live by the steel\nDie by the blade\nWhat reason is there to be\nIf you're living life afraid?\nThe hammer is my symbol\nThe banner that I wave\nThe motto of my creed\nCarved upon my grave\nI life for the here and now\nI live for the knife\nMy coat of arms\nIs the hammer and life\nFear and cowardice\nHarbingers of demise\nStrength and the will to fight\nWill lead you to the prize\nGlory to all of those\nWho conquer to the end…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Hammer And Life+Exodus
308,"[""If you never listen to the words,\nYou're gonna get what you deserve.\nAnd did you ever think that you just might be wrong sometimes?\nI got a universe of soul.\nSo many things that you don't want to know\nExist in spaces between out there and below.\nAt a million miles an hour,\nIt'll knock you off your tower;\nBe the poison in your flower.\nTime for goodbye.\nCancel the exhibition.\nFade in the warning signs.\nFeel like I gave it all,\nBut I no longer have the will to try.\nI want to live without the guilt;\nDidn't even see the walls were built.\nI've been here before, but this time I won't be staying.\nAt a million miles an hour,\nIt'll knock you off your tower;\nBe the poison in your flower.\nTime for goodbye.…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Cancel The Exhibition+3 Colours Red
309,"['Wash away, wash away now\nWash away, wash away now\nWash away, wash away now\nTurn down, turn down\nTurn down, turn down\nTurn down, turn down\nTurn down, turn down\nTurn down, turn down\nTurn down, turn down\nWash away, wash away now\nWash away, wash away now\nWash away, wash away now\nTurn down, turn down\nTurn down, turn down\nWash away, wash away now\nWash away, wash away now\nWash away, wash away now\nTurn down, turn down\nTurn down, turn down\nTurn…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Calling You+Wash?
310,[],BuÃ© De Rimas+Boss AC
311,[],Dis Gal Ya+Tanya Stephens
312,"['Cómo estás,\nNo esperaba encontrarte,\nSe me ocurren\nMil palabras que decir.\nCómo estás,\nHan pasado tantas cosas,\nHa pasado tanta vida\nSin saber de ti...\nRealidad,\nSiempre llena de nostalgias,\nDe recuerdos\nQue uno nunca olvidará,\nDe ilusiones\nQue vivieron en mi mente,\nY la soledad, siempre la soledad...\nCómo te fue mi amor,\nYo siempre estuve aquí\nYo no cambié tu amor...\nYo no olvidé tu adiós,\nQué triste fue el final\nDe nuestro amor,\nQue llegó a hacernos mal,\nQue no pudo darnos paz,\nQue me duele\nAún después de tanto tiempo...\nCréeme, nunca me sentí tan solo,\nNo aprendí a vivir en libertad,\nYa no puedo equivocarme tantas veces,\nYo te pido que intentemos una vez más...\nY volver,\nNo sé si es posible tanto,\nNo hay heridas…\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch']",Como Estas Despues De Tanto Tiempo+Sergio Denis
313,[],Fight+Faker
314,[],Five Kings+Days In December
315,"[""Young teacher, the subject\nOf schoolgirl fantasy\nShe wants him so badly\nKnows what she wants to be\nInside her, there's longing\nThis girl's an open page\nBook marking, she's so close now\nThis girl is half his age\nDon't stand, don't stand so\nDon't stand so close to me\nDon't stand, don't stand so\nDon't stand so close to me\nHer friends are so jealous\nYou know how bad girls get\nSometimes it's not so easy\nTo be the teacher's pet\nTemptation, frustration\nSo bad it makes him cry\nWet bus stop, she's waiting\nHis car is warm and dry\nDon't stand, don't stand so\nDon't stand so close to me\nDon't stand, don't stand so\nDon't stand so close to me\nLoose talk in the classroom\nTo hurt they try and try\nStrong words in the staff room\nThe accusations fly\nIt's no use, he sees her\nHe starts to…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Don't Stand So Close To Me+The Police
316,[],Instrumental Proficiency+FDEL
317,[],The Least Dissapointed Man+The Buff Medways
318,"[""No cause for action, a fraction is upset\nThe ceilings are circles, still haven't eaten yet\nIt's easy to forget how easy is motionless\n(I'm a corpse that can use a computer)\n(I could be a real team player)\nAre you decent? are you responsive, oh?\nRespirator can't take take take\nYou're on the right track\nYou're on the right track\nBa ba-da ba ba ba-da ba, ba\nDon't repeat what you hear here\nIt's likely strange and in fact totally queer\nI've got a badge and a high horse\nAnd if you don't get me, well, that's just par for course\nAre you decent? are you responsive, oh?\nRespirator can't…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Ten Uh Clock Heart Uh Tack+We Versus The Shark
319,[],Flute Of Darkness+Toru Takemitsu
